,nome,codigo,time,chutes,passes_completados,bolas_recuperadas,desarmes,defesas,velocidade_maxima,distancia,adversario
991,1   LLORIS,297105,França,0,27,0,0,3,12.8,4467,Suíça
992,2   DEBUCHY,358011,França,0,27,3,7,0,28.7,10317,Suíça
993,3   EVRA,212246,França,1,33,7,2,0,28.7,9247,Suíça
994,4   VARANE,359440,França,0,32,5,0,0,29.8,9902,Suíça
995,5   SAKHO,274135,França,0,30,3,2,0,29.2,6863,Suíça
996,6   CABAYE,358013,França,2,34,7,3,0,28,10826,Suíça
997,8   VALBUENA,297106,França,3,28,3,1,0,29.4,9239,Suíça
998,9   GIROUD,358015,França,4,14,0,0,0,26.6,7079,Suíça
999,10   BENZEMA,297103,França,8,26,2,1,0,28.3,9010,Suíça
1000,14   MATUIDI,358014,França,3,36,3,1,0,31.2,10741,Suíça
1001,18   SISSOKO,317056,França,1,24,5,2,0,32.3,10436,Suíça
1002,11   GRIEZMANN,336435,França,0,5,0,0,0,25.6,1449,Suíça
1003,19   POGBA,367388,França,0,12,1,0,0,24.8,3406,Suíça
1004,21   KOSCIELNY,358012,França,0,7,1,0,0,18.1,2668,Suíça
1005,18   VALLADARES,178185,Honduras,0,13,0,0,2,14.3,3444,Equador
1006,3   FIGUEROA,213879,Honduras,2,36,8,2,0,24.9,8531,Equador
1007,5   BERNARDEZ,213878,Honduras,2,16,4,1,0,24.1,7848,Equador
1008,7   EMILIO,230117,Honduras,0,12,4,1,0,27.7,4689,Equador
1009,11   BENGTSON,323623,Honduras,1,11,1,2,0,25.6,8792,Equador
1010,13   COSTLY,271414,Honduras,3,11,0,0,0,30.3,8718,Equador
1011,14   BONIEK,237071,Honduras,1,25,3,0,0,26.3,8170,Equador
1012,15   ESPINOZA,304934,Honduras,3,34,6,2,0,27.9,10100,Equador
1013,19   GARRIDO,270400,Honduras,0,28,6,1,0,26.5,8378,Equador
1014,20   CLAROS,230114,Honduras,1,48,6,6,0,26.9,9798,Equador
1015,21   BECKELES,339551,Honduras,1,32,8,3,0,28.7,9478,Equador
1016,6   J.C. GARCIA,296303,Honduras,0,20,2,2,0,29.1,4498,Equador
1017,10   M. MARTINEZ,296297,Honduras,2,11,1,0,0,25.2,2183,Equador
1018,23   M. CHAVEZ,227839,Honduras,0,2,1,0,0,22.8,1181,Equador
1019,22   DOMINGUEZ,303419,Equador,0,18,0,0,4,19.2,3068,Honduras
1020,2   GUAGUA,181930,Equador,0,21,8,0,0,25.6,8041,Honduras
1021,3   ERAZO,349578,Equador,1,26,4,1,0,27.2,9029,Honduras
1022,4   PAREDES,349576,Equador,0,26,5,2,0,29.2,9059,Honduras
1023,6   NOBOA,279417,Equador,1,34,8,4,0,24.5,10193,Honduras
1024,7   MONTERO,290452,Equador,0,29,3,1,0,25.6,8541,Honduras
1025,10   W. AYOVI,184447,Equador,1,48,4,0,0,29.6,8775,Honduras
1026,11   CAICEDO,228715,Equador,1,18,1,2,0,30,7727,Honduras
1027,13   E. VALENCIA,373400,Equador,4,19,2,2,0,30,8683,Honduras
1028,14   MINDA,350119,Equador,0,38,10,3,0,25.4,8908,Honduras
1029,16   A. VALENCIA,202544,Equador,0,21,3,1,0,28.1,10207,Honduras
1030,8   MENDEZ,178842,Equador,0,4,1,0,0,20.5,1377,Honduras
1031,21   ACHILIER,229450,Equador,0,0,0,0,0,19.2,281,Honduras
1032,23   GRUEZO,332827,Equador,0,1,0,0,0,22.3,1163,Honduras
1033,1   ROMERO,266783,Argentina,0,17,0,0,3,19.9,2974,Irã
1034,2   GARAY,200130,Argentina,2,33,4,0,0,29.1,9593,Irã
1035,4   ZABALETA,182379,Argentina,1,48,4,0,0,29.4,10476,Irã
1036,5   GAGO,201001,Argentina,0,106,5,3,0,30.3,10382,Irã
1037,7   DI MARIA,266800,Argentina,4,40,3,1,0,33,9300,Irã
1038,9   HIGUAIN,271550,Argentina,1,10,1,0,0,25.6,8126,Irã
1039,10   MESSI,229397,Argentina,6,42,0,0,0,26.9,7773,Irã
1040,14   MASCHERANO,182372,Argentina,0,103,8,3,0,26.5,9580,Irã
1041,16   ROJO,318688,Argentina,2,48,7,2,0,25.8,11184,Irã
1042,17   F. FERNANDEZ,318034,Argentina,1,41,4,1,0,28.3,9520,Irã
1043,20   AGUERO,228528,Argentina,1,12,0,0,0,29.1,6875,Irã
1044,6   BIGLIA,200133,Argentina,0,1,0,0,0,25.9,150,Irã
1045,18   PALACIO,230739,Argentina,1,3,0,0,0,27,2147,Irã
1046,22   LAVEZZI,229392,Argentina,0,6,0,0,0,30.9,2228,Irã
1047,12   A. HAGHIGHI,346763,Irã,0,14,0,0,4,13.8,4391,Argentina
1048,3   HAJI SAFI,288961,Irã,2,11,4,2,0,27,10131,Argentina
1049,4   J. HOSSEINI,278072,Irã,2,3,0,0,0,26.8,9133,Argentina
1050,5   AMIRHOSSEIN,213124,Irã,0,7,5,0,0,25.8,9361,Argentina
1051,6   J. NEKOUNAM,185641,Irã,0,18,6,0,0,27.2,11042,Argentina
1052,7   MASOUD. SH,213170,Irã,0,10,2,4,0,27.6,9178,Argentina
1053,14   ANDRANIK,237949,Irã,0,14,6,2,0,28.5,10942,Argentina
1054,15   MONTAZERI,251481,Irã,0,19,5,1,0,31.2,9636,Argentina
1055,16   REZA,362641,Irã,3,13,2,1,0,30.1,11117,Argentina
1056,21   DEJAGAH,196812,Irã,1,12,0,2,0,30.9,9551,Argentina
1057,23   MEHRDAD,267344,Irã,0,8,4,3,0,28.3,9065,Argentina
1058,2   KH. HEYDARI,306206,Irã,0,2,0,0,0,29.1,2243,Argentina
1059,8   R. HAGHIGHI,353379,Irã,0,2,0,0,0,20.1,866,Argentina
1060,9   ALIREZA,379886,Irã,0,3,0,0,0,26.1,1381,Argentina
1061,1   NEUER,228912,Alemanha,0,34,0,0,5,19,5077,Gana
1062,4   HÖWEDES,311148,Alemanha,0,36,7,2,0,28.7,11046,Gana
1063,5   HUMMELS,311150,Alemanha,0,62,11,1,0,29.1,10266,Gana
1064,6   KHEDIRA,196900,Alemanha,1,48,3,1,0,25.6,8705,Gana
1065,8   ÖZIL,305036,Alemanha,0,38,1,0,0,28.5,10311,Gana
1066,13   MÜLLER,321722,Alemanha,1,28,1,0,0,29.1,12225,Gana
1067,16   LAHM,196748,Alemanha,0,75,3,0,0,27.4,11752,Gana
1068,17   MERTESACKER,207888,Alemanha,0,67,6,1,0,28.1,9709,Gana
1069,18   KROOS,275162,Alemanha,3,86,1,3,0,29.8,11644,Gana
1070,19   GÖTZE,309316,Alemanha,2,30,1,0,0,26.5,9094,Gana
1071,20   BOATENG,299442,Alemanha,0,22,2,0,0,28.1,5088,Gana
1072,7   SCHWEINSTEIGER,196752,Alemanha,2,26,3,0,0,25.8,3369,Gana
1073,11   KLOSE,182206,Alemanha,2,2,1,0,0,27.2,2743,Gana
1074,21   MUSTAFI,309308,Alemanha,0,30,0,1,0,32.9,5857,Gana
1075,16   DAUDA,376071,Gana,0,17,0,0,2,22.8,4118,Alemanha
1076,3   A. GYAN,208353,Gana,4,14,1,0,0,30.2,9464,Alemanha
1077,7   ATSU,355997,Gana,2,25,2,1,0,28.5,8791,Alemanha
1078,9   PRINCE,196897,Gana,1,15,0,0,0,30.5,6351,Alemanha
1079,10   A. AYEW,294620,Gana,3,19,4,1,0,26.5,10366,Alemanha
1080,11   MUNTARI,183000,Gana,3,36,5,3,0,26.3,11191,Alemanha
1081,17   RABIU,311850,Gana,0,20,2,2,0,26.9,10213,Alemanha
1082,19   JONATHAN,306634,Gana,1,40,6,2,0,27.8,9672,Alemanha
1083,20   K. ASAMOAH,294619,Gana,1,47,9,2,0,30.9,9463,Alemanha
1084,21   BOYE,298582,Gana,0,25,7,1,0,30.1,9745,Alemanha
1085,23   HARRISON,294626,Gana,0,56,10,0,0,28.3,11090,Alemanha
1086,8   BADU,274946,Gana,1,7,1,0,0,30.5,2251,Alemanha
1087,13   J. AYEW,353235,Gana,3,7,2,0,0,29.8,5471,Alemanha
1088,22   WAKASO,235097,Gana,1,7,1,1,0,25.2,2558,Alemanha
1089,1   ENYEAMA,189300,Nigéria,0,18,0,0,7,15.4,3373,Bósnia e Herzegovina
1090,2   YOBO,178403,Nigéria,0,19,4,2,0,24.5,8192,Bósnia e Herzegovina
1091,5   AMBROSE,273291,Nigéria,0,36,7,2,0,27.2,9620,Bósnia e Herzegovina
1092,7   MUSA,344714,Nigéria,3,9,4,1,0,29.2,7015,Bósnia e Herzegovina
1093,8   ODEMWINGIE,214228,Nigéria,4,43,5,5,0,27.2,11208,Bósnia e Herzegovina
1094,9   EMENIKE,364763,Nigéria,4,24,0,2,0,27.6,9754,Bósnia e Herzegovina
1095,10   MIKEL,234463,Nigéria,1,47,5,2,0,25,10052,Bósnia e Herzegovina
1096,13   OSHANIWA,356712,Nigéria,0,14,6,3,0,27.4,9501,Bósnia e Herzegovina
1097,17   ONAZI,315429,Nigéria,5,38,8,7,0,30.9,10445,Bósnia e Herzegovina
1098,18   BABATUNDE,312014,Nigéria,2,20,3,4,0,26.5,9505,Bósnia e Herzegovina
1099,22   OMERUO,315424,Nigéria,0,22,7,3,0,28.5,8949,Bósnia e Herzegovina
1100,3   UZOENYI,356713,Nigéria,1,0,0,1,0,23.3,2300,Bósnia e Herzegovina
1101,23   AMEOBI,186455,Nigéria,0,9,0,1,0,22.6,3366,Bósnia e Herzegovina
1102,1   BEGOVIĆ,230121,Bósnia e Herzegovina,0,18,0,0,9,16.6,4952,Nigéria
1103,4   SPAHIĆ,216069,Bósnia e Herzegovina,0,48,13,4,0,29.2,10280,Nigéria
1104,7   BEŠIĆ,358101,Bósnia e Herzegovina,2,69,7,10,0,28.7,11194,Nigéria
1105,8   PJANIĆ,299198,Bósnia e Herzegovina,2,66,0,0,0,24.9,11286,Nigéria
1106,10   MISIMOVIĆ,216071,Bósnia e Herzegovina,2,40,1,2,0,25,10644,Nigéria
1107,11   DŽEKO,300409,Bósnia e Herzegovina,7,18,1,0,0,25.3,9239,Nigéria
1108,13   MUJDŽA,299904,Bósnia e Herzegovina,0,35,4,1,0,29.6,10363,Nigéria
1109,15   ŠUNJIĆ,359993,Bósnia e Herzegovina,0,43,6,11,0,26.9,10212,Nigéria
1110,16   LULIĆ,358099,Bósnia e Herzegovina,0,25,2,3,0,24.1,6186,Nigéria
1111,18   MEDUNJANIN,233167,Bósnia e Herzegovina,1,63,4,1,0,25.6,7263,Nigéria
1112,20   HAJROVIĆ,356403,Bósnia e Herzegovina,1,25,1,0,0,24.5,6249,Nigéria
1113,9   IBIŠEVIĆ,300411,Bósnia e Herzegovina,3,7,1,1,0,25.4,4269,Nigéria
1114,14   SUŠIĆ,379808,Bósnia e Herzegovina,0,9,0,0,0,29,3885,Nigéria
1115,23   SALIHOVIĆ,300407,Bósnia e Herzegovina,0,11,3,1,0,24.5,4304,Nigéria
1116,1   CILLESSEN,358738,Holanda,0,21,0,0,1,20.3,4451,Chile
1117,2   VLAAR,216715,Holanda,0,12,4,2,0,25.5,9292,Chile
1118,3   DE VRIJ,313021,Holanda,1,20,5,0,0,25.3,9223,Chile
1119,5   BLIND,319432,Holanda,0,19,6,9,0,25.8,9024,Chile
1120,6   DE JONG,216964,Holanda,0,25,7,4,0,28.5,9956,Chile
1121,7   JANMAAT,319428,Holanda,0,20,4,0,0,30,10476,Chile
1122,10   SNEIJDER,215002,Holanda,2,8,0,3,0,27.6,8769,Chile
1123,11   ROBBEN,184616,Holanda,3,21,2,1,0,29,10238,Chile
1124,15   KUYT,217313,Holanda,1,22,5,1,0,28.9,9603,Chile
1125,17   LENS,298681,Holanda,2,7,2,1,0,30.3,6950,Chile
1126,20   WIJNALDUM,319438,Holanda,1,14,2,0,0,25.4,10770,Chile
1127,14   KONGOLO,336085,Holanda,0,0,0,0,0,27.2,573,Chile
1128,18   FER,319436,Holanda,1,6,1,1,0,22,1979,Chile
1129,21   MEMPHIS,336098,Holanda,2,2,0,0,0,24.6,2502,Chile
1130,1   C. BRAVO,202650,Chile,0,33,0,0,3,22.2,4977,Holanda
1131,2   MENA,349592,Chile,0,25,4,1,0,29.2,9621,Holanda
1132,4   ISLA,228617,Chile,0,45,3,1,0,28.1,9512,Holanda
1133,5   SILVA,349582,Chile,0,57,1,0,0,29.1,7676,Holanda
1134,7   ALEXIS,228627,Chile,2,27,0,0,0,30.2,8415,Holanda
1135,11   VARGAS,270301,Chile,1,6,0,0,0,29.1,7408,Holanda
1136,16   GUTIÉRREZ,349588,Chile,2,19,3,1,0,27.2,6278,Holanda
1137,17   MEDEL,267527,Chile,1,107,11,2,0,28.9,8825,Holanda
1138,18   JARA,229439,Chile,0,54,4,2,0,28.5,9991,Holanda
1139,20   CH. ARÁNGUIZ,318150,Chile,0,35,0,1,0,29,11411,Holanda
1140,21   DIAZ,233530,Chile,1,44,1,3,0,27.9,11379,Holanda
1141,9   PINILLA,201787,Chile,0,6,0,0,0,23.9,1195,Holanda
1142,10   VALDIVIA,202655,Chile,0,13,0,0,0,22.6,2426,Holanda
1143,15   BEAUSEJOUR,209502,Chile,0,8,1,0,0,29.1,5120,Holanda
1144,1   RYAN,339117,Austrália,0,45,0,0,2,26.1,6046,Espanha
1145,3   DAVIDSON,306364,Austrália,0,45,4,2,0,27.4,10941,Espanha
1146,6   SPIRANOVIC,229051,Austrália,1,40,7,1,0,24.7,10479,Espanha
1147,7   LECKIE,321697,Austrália,1,18,3,1,0,30.2,10574,Espanha
1148,9   TAGGART,368902,Austrália,0,4,0,0,0,25.8,5120,Espanha
1149,11   OAR,306424,Austrália,0,5,1,2,0,31.9,7804,Espanha
1150,13   BOZANIC,312234,Austrália,0,24,2,1,0,24.1,9734,Espanha
1151,15   JEDINAK,197514,Austrália,0,62,9,4,0,29.1,11767,Espanha
1152,17   MCKAY,197409,Austrália,1,48,8,1,0,30.7,13249,Espanha
1153,19   MCGOWAN,306410,Austrália,0,27,5,6,0,27.8,9462,Espanha
1154,22   WILKINSON,182620,Austrália,0,49,3,0,0,26.5,10202,Espanha
1155,10   HALLORAN,379164,Austrália,0,10,2,1,0,28.1,5524,Espanha
1156,14   TROISI,290605,Austrália,1,12,2,1,0,24.7,4172,Espanha
1157,23   BRESCIANO,178299,Austrália,0,14,0,0,0,21.8,2805,Espanha
1158,23   REINA,175413,Espanha,0,22,0,0,0,19.2,4820,Austrália
1159,2   R. ALBIOL,216820,Espanha,0,34,7,1,0,23.9,9983,Austrália
1160,5   JUANFRAN,207906,Espanha,0,52,7,2,0,29.6,10583,Austrália
1161,6   A. INIESTA,183857,Espanha,1,81,6,0,0,25.6,10718,Austrália
1162,7   DAVID VILLA,229884,Espanha,1,15,0,1,0,31.2,5780,Austrália
1163,9   TORRES,183864,Espanha,2,14,0,0,0,30.3,10508,Austrália
1164,14   ALONSO,207528,Espanha,0,60,8,0,0,23.7,10495,Austrália
1165,15   RAMOS,216814,Espanha,1,57,5,2,0,26.4,10107,Austrália
1166,17   KOKE,313410,Espanha,1,59,5,4,0,29.2,12796,Austrália
1167,18   JORDI ALBA,306954,Espanha,1,67,16,0,0,31.1,10874,Austrália
1168,20   S. CAZORLA,297705,Espanha,1,35,5,1,0,26.3,8308,Austrália
1169,10   FÁBREGAS,200179,Espanha,0,26,2,1,0,24.9,3470,Austrália
1170,13   MATA,267811,Espanha,2,31,0,1,0,31.1,4505,Austrália
1171,21   SILVA,200176,Espanha,1,5,1,0,0,23,1227,Austrália
1172,16   ITANJDE,216990,Camarões,0,18,0,0,6,21.6,3830,Brasil
1173,3   NKOULOU,290931,Camarões,1,35,8,2,0,27.8,8325,Brasil
1174,7   NGUEMO,200262,Camarões,2,44,4,2,0,24.1,10164,Brasil
1175,8   MOUKANDJO,296118,Camarões,1,10,0,1,0,27.4,5996,Brasil
1176,10   ABOUBAKAR,323698,Camarões,0,14,2,0,0,27.8,7228,Brasil
1177,12   BEDIMO,317072,Camarões,0,36,6,2,0,30.9,9026,Brasil
1178,13   CHOUPO-MOTING,312316,Camarões,2,23,2,0,0,27.6,8361,Brasil
1179,17   MBIA,200935,Camarões,0,48,7,1,0,29.8,10498,Brasil
1180,18   ENOH,310048,Camarões,3,26,6,5,0,28.3,10550,Brasil
1181,21   MATIP,320375,Camarões,2,18,2,0,0,27,8601,Brasil
1182,22   NYOM,355023,Camarões,1,29,3,0,0,29.4,9671,Brasil
1183,11   MAKOUN,199600,Camarões,0,6,0,0,0,21,1139,Brasil
1184,15   WEBO,214135,Camarões,0,4,0,1,0,23.3,2231,Brasil
1185,20   SALLI,336791,Camarões,0,10,1,0,0,31.2,3696,Brasil
1186,12   JULIO CESAR,179038,Brasil,0,23,0,0,0,24.7,4067,Camarões
1187,2   DANI ALVES,190962,Brasil,1,57,6,4,0,28.5,10253,Camarões
1188,3   T SILVA,289964,Brasil,0,39,1,1,0,26.1,7986,Camarões
1189,4   DAVID LUIZ,271043,Brasil,0,52,5,5,0,24.5,8560,Camarões
1190,6   MARCELO,218284,Brasil,1,37,4,1,0,26.3,8971,Camarões
1191,7   HULK,318172,Brasil,3,10,0,0,0,28.7,6577,Camarões
1192,8   PAULINHO,362727,Brasil,1,9,1,1,0,25.9,5696,Camarões
1193,9   FRED,233952,Brasil,5,18,2,0,0,24.6,9068,Camarões
1194,10   NEYMAR JR,314197,Brasil,4,26,2,1,0,31.1,8325,Camarões
1195,11   OSCAR,312868,Brasil,1,24,5,8,0,26.3,10024,Camarões
1196,17   L GUSTAVO,367918,Brasil,1,42,8,1,0,27.2,10537,Camarões
1197,5   FERNANDINHO,208016,Brasil,1,22,1,2,0,28.9,5349,Camarões
1198,16   RAMIRES,298959,Brasil,0,6,0,0,0,27.4,3697,Camarões
1199,19   WILLIAN,218306,Brasil,1,8,1,0,0,29.6,2483,Camarões
1200,1   PLETIKOSA,179048,Croácia,0,18,0,0,1,15,3270,México
1201,2   VRSALJKO,336485,Croácia,0,29,4,0,0,29.6,6804,México
1202,3   PRANJIĆ,210702,Croácia,1,25,1,1,0,27.6,8575,México
1203,4   PERIŠIĆ,359381,Croácia,6,23,1,2,0,29.4,10249,México
1204,5   CORLUKA,297373,Croácia,0,43,4,2,0,28.3,8846,México
1205,6   LOVREN,312432,Croácia,0,46,9,0,0,31.8,9169,México
1206,7   RAKITIĆ,296633,Croácia,0,57,8,2,0,26.6,10732,México
1207,10   MODRIĆ,241559,Croácia,0,42,4,1,0,27.9,9410,México
1208,11   SRNA,210704,Croácia,1,38,4,3,0,33,10201,México
1209,17   MANDŽUKIĆ,375518,Croácia,0,12,0,1,0,30.2,9398,México
1210,18   OLIĆ,187258,Croácia,1,15,2,0,0,28.1,8757,México
1211,9   JELAVIĆ,316117,Croácia,0,4,0,0,0,25.6,2188,México
1212,16   REBIĆ,369058,Croácia,1,5,1,0,0,29.8,2087,México
1213,20   KOVAČIĆ,339987,Croácia,0,19,0,0,0,22.8,4054,México
1214,13   G OCHOA,215285,México,0,16,0,0,1,22.5,3995,Croácia
1215,2   F RODRIGUEZ,209960,México,0,24,7,0,0,26.3,9671,Croácia
1216,4   R MARQUEZ,178119,México,1,38,5,1,0,24.4,10097,Croácia
1217,6   H HERRERA,329092,México,2,44,4,2,0,27.7,12083,Croácia
1218,7   M LAYUN,371044,México,1,25,3,0,0,29.8,10150,Croácia
1219,10   G DOS SANTOS,234551,México,0,11,0,0,0,32.5,6707,Croácia
1220,15   H MORENO,238112,México,0,29,4,0,0,29.4,9229,Croácia
1221,18   A GUARDADO,251352,México,2,28,2,1,0,27.6,10402,Croácia
1222,19   O PERALTA,227851,México,2,15,1,2,0,27.8,8144,Croácia
1223,22   P AGUILAR,289195,México,1,31,8,4,0,29.2,10161,Croácia
