adversario,altura,ano_nascimento,assistencias,bloqueios,carrinhos,chutes_certos,chutes_total,cidade_nascimento,codigo,cruzamentos,faltas_cometidas,faltas_sofridas,gols,impedimentos,nome,pais_nascimento,passes,peso,posicao,roubadas,time
Bosnia-Herzegovina,1.80,"2 January, 1981",0,0,1,0,1,Rosario,348535,0,0,0,0,0,Maxi Rodríguez,Argentina,27,74,Midfielder,1,Argentina
Bosnia-Herzegovina,1.71,"8 June, 1984",0,2,1,1,1,San Lorenzo,346143,0,2,0,0,0,Javier Mascherano,Argentina,96,74,Midfielder,3,Argentina
Bosnia-Herzegovina,1.78,"14 February, 1988",0,1,0,1,1,Rosario,359948,5,1,1,0,0,Ángel Di María,Argentina,53,70,Midfielder,2,Argentina
Bosnia-Herzegovina,1.69,"24 June, 1987",0,0,1,1,3,Rosario,348767,3,1,1,1,0,Lionel Messi,Argentina,52,67,Forward,2,Argentina
Bosnia-Herzegovina,1.72,"2 June, 1988",0,2,0,1,3,Quilmes,348656,1,1,4,0,0,Sergio Agüero,Argentina,9,69,Forward,0,Argentina
Bosnia-Herzegovina,1.75,"30 January, 1986",0,0,0,0,0,Mercedes,347118,0,0,0,0,0,Lucas Biglia,Argentina,3,74,Midfielder,2,Argentina
Bosnia-Herzegovina,1.78,"10 April, 1986",0,0,1,0,0,Ciudadela,374090,0,0,0,0,0,Fernando Gago,Argentina,43,72,Midfielder,0,Argentina
Bosnia-Herzegovina,1.84,"10 December, 1987",1,1,0,0,1,Brest,356019,1,0,0,0,0,Gonzalo Higuaín,France,20,82,Forward,2,Argentina
Bosnia-Herzegovina,1.84,"20 December, 1980",0,0,0,0,0,Justiniano Posse,345565,0,0,0,0,0,Martín Demichelis,Argentina,0,81,Defender,0,Argentina
Bosnia-Herzegovina,1.77,"22 February, 1986",0,0,0,0,0,Mendoza,372417,0,0,0,0,0,Enzo Pérez,Argentina,0,77,Midfielder,0,Argentina
Bosnia-Herzegovina,1.75,"5 February, 1982",0,0,0,0,0,Bahia Blanca,372953,0,0,0,0,0,Rodrigo Palacio,Argentina,0,70,Forward,0,Argentina
Bosnia-Herzegovina,1.73,"3 May, 1985",0,0,0,0,0,Villa Gobernador Galvez,372986,0,0,0,0,0,Ezequiel Lavezzi,Argentina,0,75,Forward,0,Argentina
Bosnia-Herzegovina,1.88,"3 April, 1984",0,0,0,0,0,Tres Sargentos,373592,0,0,0,0,0,José María Basanta,Argentina,0,78,Defender,0,Argentina
Bosnia-Herzegovina,1.77,"10 April, 1986",0,0,0,0,0,Buenos Aires,375263,0,0,0,0,0,Augusto Fernández,Argentina,0,74,Midfielder,0,Argentina
Bosnia-Herzegovina,1.88,"12 April, 1988",0,0,0,0,0,Buenos Aires,454635,0,0,0,0,0,Ricardo Álvarez,Argentina,0,84,Midfielder,0,Argentina
Argentina,1.84,"28 March, 1984",0,1,1,0,0,Zagreb,504588,1,2,0,0,0,Mensur Mujdza,Yugoslavia,28,77,Midfielder,0,Bosnia-Herzegovina
Argentina,1.85,"24 January, 1990",0,2,0,0,0,Zvornik,505388,4,0,0,0,0,Ermin Bicakcic,Yugoslavia,30,83,Defender,3,Bosnia-Herzegovina
Argentina,1.83,"18 August, 1980",0,0,1,0,0,Dubrovnik,415209,0,2,0,0,0,Emir Spahic,Yugoslavia,39,77,Defender,12,Bosnia-Herzegovina
Argentina,1.83,"20 June, 1993",0,0,3,0,0,Karlsruhe,644835,2,1,0,0,0,Sead Kolasinac,Germany,46,82,Defender,3,Bosnia-Herzegovina
Argentina,1.77,"10 September, 1992",0,0,3,0,2,Berlin,568441,0,0,1,0,0,Muhamed Besic,Germany,54,78,Midfielder,7,Bosnia-Herzegovina
Argentina,1.77,"4 August, 1991",0,0,0,3,4,Brugg,544471,2,2,2,0,0,Izet Hajrovic,Switzerland,11,71,Midfielder,2,Bosnia-Herzegovina
Argentina,1.80,"2 April, 1990",0,0,2,2,2,Tuzla,401342,0,2,1,0,0,Miralem Pjanic,Yugoslavia,58,68,Midfielder,5,Bosnia-Herzegovina
Argentina,1.80,"5 June, 1982",0,0,0,1,1,Munich,345568,2,0,3,0,0,Zvjezdan Misimovic,West Germany,27,80,Midfielder,1,Bosnia-Herzegovina
Argentina,1.83,"18 January, 1986",1,0,2,2,2,Mostar,457028,2,2,0,0,2,Senad Lulic,Yugoslavia,26,75,Midfielder,4,Bosnia-Herzegovina
Argentina,1.92,"17 March, 1986",0,0,0,0,1,Doboj,400160,0,2,2,0,1,Edin Dzeko,Yugoslavia,19,80,Forward,0,Bosnia-Herzegovina
Argentina,1.89,"6 August, 1984",0,0,0,1,1,Vlasenica,345645,0,0,0,1,0,Vedad Ibisevic,Yugoslavia,7,82,Forward,1,Bosnia-Herzegovina
Argentina,1.88,"8 March, 1985",0,1,0,0,1,Sarajevo,348218,0,0,0,0,0,Haris Medunjanin,Yugoslavia,23,83,Midfielder,1,Bosnia-Herzegovina
Argentina,1.72,"17 February, 1990",0,0,0,2,2,Olovo,620075,2,1,0,0,0,Edin Visca,Yugoslavia,3,67,Forward,0,Bosnia-Herzegovina
Argentina,1.84,"16 August, 1989",0,0,0,0,0,Velika Kladusa,401897,0,0,0,0,0,Anel Hadzic,Yugoslavia,0,73,Midfielder,0,Bosnia-Herzegovina
Argentina,1.85,"26 September, 1985",0,0,0,0,0,Kotor Varos,418066,0,0,0,0,0,Senijad Ibricic,Yugoslavia,0,79,Midfielder,0,Bosnia-Herzegovina
Argentina,1.82,"6 March, 1986",0,0,0,0,0,Tesanj,457509,0,0,0,0,0,Avdija Vrsajevic,Yugoslavia,0,75,Midfielder,0,Bosnia-Herzegovina
Argentina,1.86,"13 February, 1992",0,0,0,0,0,Sarajevo,553391,0,0,0,0,0,Tino-Sven Susic,Yugoslavia,0,77,Midfielder,0,Bosnia-Herzegovina
Argentina,1.86,"24 October, 1989",0,0,0,0,0,Banja Luka,561086,0,0,0,0,0,Ognjen Vranjes,Yugoslavia,0,74,Defender,0,Bosnia-Herzegovina
Argentina,1.92,"15 December, 1988",0,0,0,0,0,Mostar,567405,0,0,0,0,0,Toni Sunjic,Yugoslavia,0,93,Defender,0,Bosnia-Herzegovina
Bosnia-Herzegovina,1.92,"22 February, 1987",0,0,0,0,0,Bernardo de Irigoyen,373844,0,0,0,0,0,Sergio Romero,Argentina,0,88,Goalkeeper,0,Argentina
Bosnia-Herzegovina,1.90,"26 July, 1981",0,0,0,0,0,Haedo,371264,0,0,0,0,0,Agustín Orión,Argentina,0,83,Goalkeeper,0,Argentina
Bosnia-Herzegovina,1.94,"30 July, 1983",0,0,0,0,0,Buenos Aires,375130,0,0,0,0,0,Mariano Andújar,Argentina,0,88,Goalkeeper,0,Argentina
Argentina,1.98,"15 May, 1986",0,0,0,0,0,Tupkovic,462632,0,0,0,0,0,Jasmin Fejzic,Yugoslavia,0,95,Goalkeeper,0,Bosnia-Herzegovina
Argentina,1.90,"13 May, 1981",0,0,0,0,0,Breza,578835,0,0,0,0,0,Asmir Avdukic,Yugoslavia,0,86,Goalkeeper,0,Bosnia-Herzegovina
Portugal,1.92,"3 September, 1988",0,3,1,0,0,Berlin,376673,1,2,2,0,0,Jerome Boateng,West Germany,37,90,Defender,6,Germany
Portugal,1.98,"29 September, 1984",0,3,0,0,0,Hannover,345605,0,2,0,0,0,Per Mertesacker,West Germany,28,90,Defender,5,Germany
Portugal,1.92,"16 December, 1988",0,1,4,1,1,Bensberg,351086,0,1,0,1,0,Mats Hummels,West Germany,47,90,Defender,8,Germany
Portugal,1.87,"29 February, 1988",0,3,2,0,0,Haltern,378278,0,0,0,0,1,Benedikt Howedes,West Germany,38,80,Defender,8,Germany
Portugal,1.89,"4 April, 1987",0,0,0,0,1,Stuttgart,345802,0,0,2,0,0,Sami Khedira,West Germany,41,85,Midfielder,5,Germany
Portugal,1.70,"11 November, 1983",0,0,3,1,1,Munich,345573,1,0,2,0,0,Philipp Lahm,West Germany,59,66,Midfielder,11,Germany
Portugal,1.80,"15 October, 1988",0,0,0,1,1,Gelsenkirchen,345762,1,0,1,0,0,Mesut Özil,West Germany,27,76,Midfielder,1,Germany
Portugal,1.82,"4 January, 1990",2,2,0,1,1,Greifswald,397482,4,0,1,0,0,Toni Kroos,East Germany,64,78,Midfielder,6,Germany
Portugal,1.76,"3 June, 1992",0,1,2,2,4,Memmingen,505351,2,1,2,0,0,Mario Götze,Germany,33,64,Forward,6,Germany
Portugal,1.86,"13 September, 1989",0,0,1,3,4,Weilheim,461803,3,1,1,3,0,Thomas Müller,West Germany,21,75,Forward,3,Germany
Portugal,1.84,"6 November, 1990",0,0,0,0,0,Ludwigshafen,504595,2,1,0,0,1,André Schurrle,Germany,7,63,Forward,1,Germany
Portugal,1.80,"4 June, 1985",0,0,0,0,0,Gliwice,345608,0,0,0,0,0,Lukas Podolski,Poland,3,83,Forward,0,Germany
Portugal,1.84,"17 April, 1992",0,1,0,0,0,Bad Hersfeld,499547,0,0,0,0,0,Shkodran Mustafi,Germany,11,82,Defender,1,Germany
Portugal,1.82,"9 June, 1978",0,0,0,0,0,Opole,345428,0,0,0,0,0,Miroslav Klose,Poland,0,84,Forward,0,Germany
Portugal,1.83,"1 August, 1984",0,0,0,0,0,Kolbermoor,345535,0,0,0,0,0,Bastian Schweinsteiger,West Germany,0,79,Midfielder,0,Germany
Portugal,1.86,"19 July, 1988",0,0,0,0,0,Dortmund,468085,0,0,0,0,0,Kevin Großkreutz,West Germany,0,72,Defender,0,Germany
Portugal,1.89,"19 February, 1991",0,0,0,0,0,Solingen,564033,0,0,0,0,0,Christoph Kramer,Germany,0,82,Midfielder,0,Germany
Portugal,1.85,"20 September, 1993",0,0,0,0,0,Gladbeck,585825,0,0,0,0,0,Julian Draxler,Germany,0,74,Midfielder,0,Germany
Portugal,1.87,"19 January, 1994",0,0,0,0,0,Freiburg,640301,0,0,0,0,0,Matthias Ginter,Germany,0,85,Defender,0,Germany
Portugal,1.83,"12 May, 1992",0,0,0,0,0,Pirmasens,660536,0,0,0,0,0,Erik Durm,Germany,0,73,Defender,0,Germany
Germany,1.72,"25 February, 1984",0,1,1,0,0,Lisbon,415581,3,2,0,0,0,Joao Pereira,Portugal,26,64,Defender,6,Portugal
Germany,1.87,"27 November, 1981",0,2,1,0,0,Povoa de Varzim,349050,0,1,0,0,0,Bruno Alves,Portugal,43,80,Defender,8,Portugal
Germany,1.86,"26 February, 1983",0,0,1,0,0,Maceio,349048,0,2,1,0,0,Pepe,Brazil,18,81,Defender,9,Portugal
Germany,1.81,"11 March, 1988",0,1,1,0,0,Vila do Conde,392800,4,1,0,0,0,Fabio Coentrão,Portugal,31,70,Defender,4,Portugal
Germany,1.70,"8 September, 1986",0,0,2,0,0,Portimao,348981,1,1,1,0,0,Joao Joao Moutinho,Portugal,41,61,Midfielder,5,Portugal
Germany,1.81,"11 May, 1986",0,0,1,1,1,Coimbra,348978,0,0,0,0,0,Miguel Veloso,Portugal,23,78,Midfielder,7,Portugal
Germany,1.79,"17 March, 1983",0,2,1,0,0,Aves,349054,0,2,0,0,0,Raul Meireles,Portugal,42,78,Midfielder,7,Portugal
Germany,1.75,"17 November, 1986",0,1,3,2,3,Praia,348983,3,2,0,0,0,Nani,Cape Verde,31,66,Forward,1,Portugal
Germany,1.93,"23 May, 1984",0,0,0,1,1,Figueira da Foz,345763,0,0,0,0,1,Hugo Almeida,Portugal,4,86,Forward,0,Portugal
Germany,1.85,"5 February, 1985",0,0,1,5,7,Madeira,346135,2,0,2,0,0,Cristiano Ronaldo,Portugal,22,80,Forward,3,Portugal
Germany,1.90,"22 December, 1987",0,0,0,0,2,Bissau,442081,2,0,3,0,0,Eder,Guinea-Bissau,19,81,Forward,0,Portugal
Germany,1.83,"16 May, 1981",0,0,2,0,0,Vila Nova de Gaia,348894,0,0,1,0,0,Ricardo Costa,Portugal,21,80,Defender,6,Portugal
Germany,1.85,"10 September, 1990",0,1,0,0,0,Lisbon,535678,0,0,0,0,0,André Almeida,Portugal,6,75,Defender,1,Portugal
Germany,1.70,"24 January, 1986",0,0,0,0,0,Guimaraes,349060,0,0,0,0,0,Vieirinha,Portugal,0,73,Forward,0,Portugal
Germany,1.82,"2 August, 1982",0,0,0,0,0,Vila do Conde,351268,0,0,0,0,0,Hélder Postiga,Portugal,0,76,Forward,0,Portugal
Germany,1.80,"2 February, 1985",0,0,0,0,0,Almada,398659,0,0,0,0,0,Silvestre Varela,Portugal,0,79,Forward,0,Portugal
Germany,1.80,"27 January, 1985",0,0,0,0,0,Lisbon,441986,0,0,0,0,0,Ruben Amorim,Portugal,0,78,Midfielder,0,Portugal
Germany,1.85,"7 April, 1992",0,0,0,0,0,Luanda,565439,0,0,0,0,0,William,Angola,0,87,Midfielder,0,Portugal
Germany,1.86,"26 May, 1988",0,0,0,0,0,Povoa de Varzim,607949,0,0,0,0,0,Luis Neto,Portugal,0,71,Defender,0,Portugal
Germany,1.73,"17 May, 1993",0,0,0,0,0,Barreiro,748968,0,0,0,0,0,Rafa,Portugal,0,66,Forward,0,Portugal
Portugal,1.93,"27 March, 1986",0,0,0,0,0,Gelsenkirchen-Buer,345666,0,0,0,0,0,Manuel Neuer,West Germany,0,92,Goalkeeper,0,Germany
Portugal,1.88,"6 August, 1980",0,0,0,0,0,Diez,345366,0,0,0,0,0,Roman Weidenfeller,West Germany,0,85,Goalkeeper,0,Germany
Portugal,1.87,"12 February, 1989",0,0,0,0,0,Cologne,375927,0,0,0,0,0,Ron-Robert Zieler,West Germany,0,83,Goalkeeper,0,Germany
Germany,1.87,"19 September, 1982",0,0,0,0,0,Mirandela,349453,0,0,0,0,0,Eduardo,Portugal,0,84,Goalkeeper,0,Portugal
Germany,1.83,"1 May, 1982",0,0,0,0,0,Lisbon,495352,0,0,0,0,0,Beto,Portugal,0,81,Goalkeeper,0,Portugal
Nigeria,1.86,"6 September, 1983",0,1,2,0,0,Ahvaz,481709,0,2,1,0,0,Pejman Montazeri,Iran,24,78,Defender,6,Iran
Nigeria,1.85,"3 February, 1982",0,0,2,0,0,Bandar Anzali,473970,0,0,0,0,0,Jalal Hosseini,Iran,16,80,Defender,8,Iran
Nigeria,1.85,"6 September, 1981",0,0,0,0,0,Tehran,360095,0,1,1,0,0,Amir Hossein Sadeghi,Iran,16,78,Defender,7,Iran
Nigeria,1.80,"26 February, 1987",0,2,6,0,0,Karaj,493161,2,1,1,0,0,Mehrdad Pooladi,Iran,11,70,Defender,5,Iran
Nigeria,1.78,"6 March, 1983",0,0,9,1,2,Tehran,346183,0,6,0,0,0,Andranik Timotian,Iran,18,73,Midfielder,7,Iran
Nigeria,1.88,"7 September, 1980",0,2,0,0,0,Shahr-e-Rey,348756,0,0,1,0,0,Javad Nekounam,Iran,26,78,Midfielder,6,Iran
Nigeria,1.77,"25 February, 1990",0,0,4,1,1,Kashan,473977,3,0,0,0,0,Ehsan Haji Safi,Iran,22,64,Midfielder,1,Iran
Nigeria,1.75,"14 September, 1983",0,0,1,0,0,Tehran,493155,3,0,1,0,0,Khosro Heydari,Iran,12,61,Forward,2,Iran
Nigeria,1.81,"20 September, 1987",0,0,2,1,4,Mashhad,351427,2,7,5,0,0,Reza Ghoochannejhad,Iran,12,76,Forward,1,Iran
Nigeria,1.82,"5 July, 1986",0,1,1,0,0,Tehran,345653,1,1,3,0,1,Ashkan Dejagah,Iran,12,79,Forward,4,Iran
Nigeria,1.85,"9 June, 1984",0,0,0,0,0,Shiraz,473978,1,0,0,0,0,Masoud Shojaei,Iran,0,73,Forward,0,Iran
Nigeria,1.81,"11 August, 1993",0,0,2,0,0,Jirandeh,740234,1,0,0,0,0,Alireza Jahanbakhsh,Iran,2,78,Forward,1,Iran
Nigeria,1.89,"20 October, 1982",0,0,0,0,0,Ahvaz,473975,0,0,0,0,0,Ahmad Alnameh,Iran,0,78,Defender,0,Iran
Nigeria,1.80,"22 January, 1984",0,0,0,0,0,Shiraz,481672,0,0,0,0,0,Hashem Beikzadeh,Iran,0,78,Midfielder,0,Iran
Nigeria,1.78,"1 February, 1987",0,0,0,0,0,San Jose,537093,0,0,0,0,0,Steven Beitashour,United States,0,77,Defender,0,Iran
Nigeria,1.78,"12 July, 1983",0,0,0,0,0,Esfahan,539244,0,0,0,0,0,Ghasem Hadadifar,Iran,0,66,Midfielder,0,Iran
Nigeria,1.82,"16 September, 1986",0,0,0,0,0,Bushehr,566432,0,0,0,0,0,Hossein Mahini,Iran,0,70,Defender,0,Iran
Nigeria,1.79,"23 September, 1991",0,0,0,0,0,Sarpol-e Zahab,569580,0,0,0,0,0,Bakhtiar Rahmani,Iran,0,74,Midfielder,0,Iran
Nigeria,1.85,"3 April, 1990",0,0,0,0,0,Ardabil,583648,0,0,0,0,0,Karim Ansarifard,Iran,0,65,Forward,0,Iran
Nigeria,1.90,"1 February, 1989",0,0,0,0,0,Mashhad,826260,0,0,0,0,0,Reza Haghighi,Iran,0,80,Midfielder,0,Iran
Iran,1.90,"18 October, 1988",0,0,0,0,0,Kaduna,392604,4,0,3,0,0,Efe Ambrose,Nigeria,55,70,Defender,6,Nigeria
Iran,1.85,"17 October, 1993",0,0,0,0,0,Jos,604558,0,1,2,0,0,Kenneth Omeruo,Nigeria,55,71,Defender,9,Nigeria
Iran,1.83,"16 August, 1990",0,0,0,0,0,Akure,656342,0,1,0,0,0,Godfrey Oboabona,Nigeria,24,85,Defender,4,Nigeria
Iran,1.84,"14 September, 1990",0,2,3,0,0,Ilorin,656341,3,2,2,0,0,Juwon Oshaniwa,Nigeria,37,69,Defender,5,Nigeria
Iran,1.68,"25 December, 1992",0,0,5,1,3,Lagos,655435,3,1,2,0,0,Ogenyi Onazi,Nigeria,83,73,Midfielder,16,Nigeria
Iran,1.88,"22 April, 1987",0,0,4,1,1,Jos,330396,0,4,5,0,0,John Obi Mikel,Nigeria,64,86,Midfielder,7,Nigeria
Iran,1.70,"12 December, 1992",0,0,0,0,0,Abuya,604572,3,0,2,0,0,Ramón Azeez,Nigeria,40,70,Midfielder,3,Nigeria
Iran,1.76,"14 October, 1992",0,0,3,1,1,Bukuru,575271,6,2,0,0,0,Ahmed Musa,Nigeria,12,62,Forward,2,Nigeria
Iran,1.82,"10 May, 1987",0,1,2,0,2,Otuocha,608424,3,1,0,0,0,Emmanuel Emenike,Nigeria,8,90,Forward,1,Nigeria
Iran,1.77,"12 December, 1990",0,0,0,1,1,Lagos,416523,1,1,0,0,0,Victor Moses,Nigeria,7,73,Midfielder,0,Nigeria
Iran,1.81,"15 July, 1981",0,0,0,0,0,Tashkent,347710,0,1,1,0,0,Peter Odemwingie,USSR,10,79,Forward,0,Nigeria
Iran,1.88,"12 October, 1981",0,0,0,2,2,Zaria,345955,0,1,0,0,0,Shola Ameobi,Nigeria,5,95,Forward,1,Nigeria
Iran,1.94,"3 February, 1990",0,0,0,0,0,Enugu,537661,0,0,0,0,0,Okechukwu Uchebo,Nigeria,0,85,Forward,0,Nigeria
Iran,1.77,"17 September, 1991",0,0,0,0,0,Lagos,604564,0,0,0,0,0,Uche Nwofor,Nigeria,0,75,Forward,0,Nigeria
Iran,1.95,"16 July, 1989",0,0,0,0,0,Lafia,656343,0,0,0,0,0,Azubuike Egwuekwe,Nigeria,0,91,Defender,0,Nigeria
Iran,1.84,"25 September, 1990",0,0,0,0,0,Kaduna,656351,0,0,0,0,0,Ruben Gabriel,Nigeria,0,86,Midfielder,0,Nigeria
Iran,1.68,"23 March, 1988",0,0,0,0,0,Aba,656358,0,0,0,0,0,Ejike Uzoenyi,Nigeria,0,62,Midfielder,0,Nigeria
Iran,1.87,"30 April, 1991",0,0,0,0,0,indefinido,735697,0,0,0,0,0,Ebenezer Odunlami,Nigeria,0,70,Defender,0,Nigeria
Iran,1.65,"24 December, 1992",0,0,0,0,0,Lagos,735699,0,0,0,0,0,Michael Babatunde,Nigeria,0,72,Forward,0,Nigeria
Nigeria,1.93,"2 May, 1988",0,0,0,0,0,Tehran,493279,0,0,0,0,0,Alireza Haghighi,Iran,0,80,Goalkeeper,0,Iran
Nigeria,1.93,"6 January, 1988",0,0,0,0,0,Giessen,505368,0,0,0,0,0,Daniel Davari,West Germany,0,85,Goalkeeper,0,Iran
Nigeria,1.82,"30 July, 1980",0,0,0,0,0,Noshahr,590168,0,0,0,0,0,Rahman Ahmadi,Iran,0,77,Goalkeeper,0,Iran
Iran,1.86,"8 April, 1984",0,0,0,0,0,Onitsha,367870,0,0,0,0,0,Austin Ejide,Nigeria,0,90,Goalkeeper,0,Nigeria
Iran,1.87,"28 November, 1984",0,0,0,0,0,Abuja,622285,0,0,0,0,0,Chigozie Agbim,Nigeria,0,83,Goalkeeper,0,Nigeria
United States,1.72,"18 October, 1990",0,1,1,0,0,Accra,551863,8,3,2,0,0,Daniel Opare,Ghana,54,73,Defender,10,Ghana
United States,1.82,"13 July, 1990",0,1,3,0,1,Accra,545667,0,0,1,0,0,Jonathan Mensah,Ghana,48,83,Defender,9,Ghana
United States,1.85,"23 April, 1987",0,0,0,0,2,Accra,508854,0,0,0,0,0,John Boye,Ghana,40,72,Defender,7,Ghana
United States,1.68,"9 December, 1988",0,0,1,1,1,Accra,446775,3,0,1,0,0,Kwadwo Asamoah,Ghana,64,78,Midfielder,6,Ghana
United States,1.79,"27 August, 1984",0,0,3,0,2,Konongo,346563,5,1,3,0,0,Sulley Muntari,Ghana,52,76,Midfielder,1,Ghana
United States,1.89,"31 December, 1989",0,1,1,0,0,Accra,555210,0,1,0,0,0,Mohammed Rabiu,Ghana,30,70,Midfielder,8,Ghana
United States,1.82,"11 September, 1991",0,0,1,1,1,Marseille,527802,3,2,0,0,0,Jordan Ayew,France,15,80,Forward,1,Ghana
United States,1.65,"10 January, 1992",0,1,0,1,4,Ada Foah,618262,4,0,1,0,1,Christian Atsu,Ghana,35,68,Midfielder,0,Ghana
United States,1.75,"17 December, 1989",0,0,1,2,2,Lille,397830,1,1,2,1,1,André Ayew,France,22,72,Midfielder,2,Ghana
United States,1.86,"22 November, 1985",1,1,0,2,5,Accra,346879,1,1,2,0,1,Asamoah Gyan,Ghana,11,77,Forward,0,Ghana
United States,1.85,"13 December, 1987",0,1,1,0,0,Lambeth,441046,1,0,0,0,0,Albert Adomah,England,7,74,Midfielder,1,Ghana
United States,1.82,"6 March, 1987",0,1,0,0,2,Berlin,345691,0,0,0,0,2,Kevin-Prince Boateng,West Germany,12,86,Forward,0,Ghana
United States,1.80,"3 December, 1982",0,0,1,1,1,Accra,346104,0,1,0,0,0,Michael Essien,Ghana,11,85,Midfielder,1,Ghana
United States,1.71,"25 July, 1990",0,0,0,0,0,Tamale,476984,0,0,0,0,0,Mubarak Wakaso,Ghana,0,72,Midfielder,0,Ghana
United States,1.68,"24 July, 1986",0,0,0,0,0,Kumasi,533440,0,0,0,0,0,Harrison Afful,Ghana,0,83,Defender,0,Ghana
United States,1.73,"2 December, 1990",0,0,0,0,0,Seikwa,533446,0,0,0,0,0,Emmanuel Agyemang-Badu,Ghana,0,79,Midfielder,0,Ghana
United States,1.79,"1 June, 1989",0,0,0,0,0,Sekondi-Takoradi,533452,0,0,0,0,0,Samuel Inkoom,Ghana,0,75,Defender,0,Ghana
United States,1.79,"5 January, 1992",0,0,0,0,0,Accra,561661,0,0,0,0,0,Afriyie Acquah,Ghana,0,70,Midfielder,0,Ghana
United States,1.72,"19 September, 1991",0,0,0,0,0,Tamale,583025,0,0,0,0,0,Majeed Waris,Ghana,0,70,Forward,0,Ghana
United States,1.82,"18 December, 1992",0,0,0,0,0,Cape Coast,723261,0,0,0,0,0,Rashid Sumaila,Ghana,0,80,Defender,0,Ghana
Ghana,1.82,"11 December, 1987",0,1,0,0,0,Munich,408161,1,1,1,0,0,Fabian Johnson,West Germany,23,74,Defender,1,United States
Ghana,1.90,"11 July, 1985",0,1,0,0,0,Attleboro,439571,0,0,0,0,0,Geoff Cameron,United States,25,84,Defender,4,United States
Ghana,1.82,"11 February, 1987",0,3,1,0,0,Overland Park,490210,0,0,1,0,0,Matt Besler,United States,14,77,Defender,3,United States
Ghana,1.70,"24 May, 1982",0,1,1,0,0,Fort Wayne,274790,1,2,1,0,0,DaMarcus Beasley,United States,29,66,Defender,5,United States
Ghana,1.81,"23 April, 1982",0,1,6,0,0,Crofton,274879,0,1,2,0,0,Kyle Beckerman,United States,23,75,Midfielder,1,United States
Ghana,1.84,"3 November, 1981",1,3,4,1,1,Frankfurt am Main,345448,0,3,3,0,0,Jermaine Jones,West Germany,19,78,Midfielder,5,United States
Ghana,1.85,"9 March, 1983",0,0,0,2,2,Nacogdoches,275213,0,0,1,1,1,Clint Dempsey,United States,17,85,Forward,1,United States
Ghana,1.85,"31 July, 1987",0,0,0,0,0,Princeton,275241,1,2,0,0,0,Michael Bradley,United States,39,86,Midfielder,4,United States
Ghana,1.78,"29 April, 1987",0,0,3,1,2,Miami,537545,2,3,0,0,0,Alejandro Bedoya,United States,11,73,Midfielder,3,United States
Ghana,1.85,"6 November, 1989",0,0,0,1,1,Livingston,322699,0,0,0,0,0,Jozy Altidore,United States,3,72,Forward,0,United States
Ghana,1.93,"28 January, 1993",0,2,0,1,1,Berlin,604284,0,0,1,1,0,John Brooks,Germany,12,78,Defender,2,United States
Ghana,1.82,"10 November, 1990",0,0,0,1,1,Reykjavik,599865,0,0,0,0,0,Aron Johannsson,Iceland,9,75,Forward,0,United States
Ghana,1.77,"18 August, 1986",1,0,0,0,0,Longwood,490225,0,0,0,0,0,Graham Zusi,United States,7,73,Midfielder,1,United States
Ghana,1.80,"8 November, 1981",0,0,0,0,0,St. Charles,275001,0,0,0,0,0,Brad Davis,United States,0,75,Midfielder,0,United States
Ghana,1.82,"28 January, 1983",0,0,0,0,0,Livermore,322579,0,0,0,0,0,Chris Wondolowski,United States,0,75,Forward,0,United States
Ghana,1.86,"29 March, 1990",0,0,0,0,0,Frankfurt am Main,483865,0,0,0,0,0,Timmy Chandler,West Germany,0,83,Defender,0,United States
Ghana,1.95,"11 October, 1988",0,0,0,0,0,Dallas,490205,0,0,0,0,0,Omar González,United States,0,95,Defender,0,United States
Ghana,1.82,"2 October, 1990",0,0,0,0,0,Oslo,517263,0,0,0,0,0,Mix Diskerud,Norway,0,71,Midfielder,0,United States
Ghana,1.75,"9 July, 1993",0,0,0,0,0,Seattle,723625,0,0,0,0,0,DeAndre Yedlin,United States,0,68,Defender,0,United States
Ghana,1.72,"6 June, 1995",0,0,0,0,0,Tampa,787674,0,0,0,0,0,Julian Green,United States,0,60,Midfielder,0,United States
United States,1.90,"12 December, 1987",0,0,0,0,0,Oslo,482076,0,0,0,0,0,Adam Kwarasey,Norway,0,84,Goalkeeper,0,Ghana
United States,1.80,"6 April, 1985",0,0,0,0,0,Obuasi,533450,0,0,0,0,0,Fatau Dauda,Ghana,0,74,Goalkeeper,0,Ghana
United States,1.77,"28 September, 1984",0,0,0,0,0,Khumasi,545664,0,0,0,0,0,Stephen Adams,Ghana,0,78,Goalkeeper,0,Ghana
Ghana,1.82,"17 June, 1979",0,0,0,0,0,Montclair,274846,0,0,0,0,0,Nick Rimando,United States,0,86,Goalkeeper,0,United States
Ghana,1.93,"9 September, 1984",0,0,0,0,0,Homer Glen,322494,0,0,0,0,0,Brad Guzan,United States,0,95,Goalkeeper,0,United States
Algeria,1.86,"2 March, 1989",0,0,3,0,0,Wilrijk,482752,4,1,2,0,1,Toby Alderweireld,Belgium,42,80,Defender,13,Belgium
Algeria,1.96,"7 February, 1978",0,0,1,1,2,Chimay,345514,0,1,1,0,0,Daniel Van Buyten,Belgium,83,95,Defender,27,Belgium
Algeria,1.90,"10 April, 1986",0,0,0,0,0,Ukkel,345773,0,0,0,0,0,Vincent Kompany,Belgium,67,85,Defender,7,Belgium
