nome,chutes,passes_completados,bolas_recuperadas,desarmes,defesas,distancia,jogos,time
4   IGNASHEVICH,2.0,151.0,20.0,4.0,0.0,30259.0,3,Rússia
4   ISLA,2.0,203.0,22.0,9.0,0.0,44406.0,4,Chile
4   ISLA,2.0,203.0,22.0,9.0,0.0,44406.0,4,Chile
4   ISLA,2.0,203.0,22.0,9.0,0.0,44406.0,4,Chile
4   ISLA,2.0,203.0,22.0,9.0,0.0,44406.0,4,Chile
4   J. FUCILE,0.0,1.0,0.0,1.0,0.0,1689.0,1,Uruguai
4   J. HOSSEINI,2.0,36.0,14.0,3.0,0.0,27642.0,3,Irã
4   J. HOSSEINI,2.0,36.0,14.0,3.0,0.0,27642.0,3,Irã
4   J. HOSSEINI,2.0,36.0,14.0,3.0,0.0,27642.0,3,Irã
4   JAVI MARTÍNEZ,0.0,46.0,4.0,1.0,0.0,9525.0,1,Espanha
4   KOMPANY,0.0,112.0,15.0,0.0,0.0,19765.0,2,Bélgica
4   KOMPANY,0.0,112.0,15.0,0.0,0.0,19765.0,2,Bélgica
4   MANOLAS,0.0,62.0,12.0,5.0,0.0,24905.0,3,Grécia
4   MANOLAS,0.0,62.0,12.0,5.0,0.0,24905.0,3,Grécia
4   MANOLAS,0.0,62.0,12.0,5.0,0.0,24905.0,3,Grécia
4   MARTINS INDI,0.0,62.0,9.0,1.0,0.0,15654.0,2,Holanda
4   MARTINS INDI,0.0,62.0,9.0,1.0,0.0,15654.0,2,Holanda
4   MIGUEL,2.0,124.0,14.0,1.0,0.0,26913.0,3,Portugal
4   MIGUEL,2.0,124.0,14.0,1.0,0.0,26913.0,3,Portugal
4   MIGUEL,2.0,124.0,14.0,1.0,0.0,26913.0,3,Portugal
4   PAREDES,0.0,83.0,15.0,8.0,0.0,29036.0,3,Equador
4   PAREDES,0.0,83.0,15.0,8.0,0.0,29036.0,3,Equador
4   PAREDES,0.0,83.0,15.0,8.0,0.0,29036.0,3,Equador
4   PERIŠIĆ,11.0,50.0,7.0,4.0,0.0,29172.0,3,Croácia
4   PERIŠIĆ,11.0,50.0,7.0,4.0,0.0,29172.0,3,Croácia
4   PERIŠIĆ,11.0,50.0,7.0,4.0,0.0,29172.0,3,Croácia
4   R. MARQUEZ,2.0,124.0,22.0,4.0,0.0,27870.0,3,México
4   R. MARQUEZ,2.0,124.0,22.0,4.0,0.0,27870.0,3,México
4   R. MARQUEZ,2.0,124.0,22.0,4.0,0.0,27870.0,3,México
4   SENDEROS,0.0,57.0,5.0,1.0,0.0,8315.0,1,Suíça
4   SPAHIĆ,0.0,164.0,30.0,8.0,0.0,31273.0,3,Bósnia e Herzegovina
4   SPAHIĆ,0.0,164.0,30.0,8.0,0.0,31273.0,3,Bósnia e Herzegovina
4   SPAHIĆ,0.0,164.0,30.0,8.0,0.0,31273.0,3,Bósnia e Herzegovina
4   T. KOLO,1.0,36.0,3.0,1.0,0.0,8281.0,1,Costa do Marfim
4   UMAÑA M.,0.0,62.0,14.0,6.0,0.0,19655.0,2,Costa Rica
4   UMAÑA M.,0.0,62.0,14.0,6.0,0.0,19655.0,2,Costa Rica
4   VARANE,0.0,97.0,12.0,0.0,0.0,22710.0,3,França
4   VARANE,0.0,97.0,12.0,0.0,0.0,22710.0,3,França
4   VARANE,0.0,97.0,12.0,0.0,0.0,22710.0,3,França
4   ZABALETA,1.0,120.0,10.0,1.0,0.0,29640.0,3,Argentina
4   ZABALETA,1.0,120.0,10.0,1.0,0.0,29640.0,3,Argentina
4   ZABALETA,1.0,120.0,10.0,1.0,0.0,29640.0,3,Argentina
5   AMBROSE,1.0,136.0,19.0,4.0,0.0,28902.0,3,Nigéria
5   AMBROSE,1.0,136.0,19.0,4.0,0.0,28902.0,3,Nigéria
5   AMBROSE,1.0,136.0,19.0,4.0,0.0,28902.0,3,Nigéria
5   AMIRHOSSEIN,0.0,51.0,15.0,4.0,0.0,28001.0,3,Irã
5   AMIRHOSSEIN,0.0,51.0,15.0,4.0,0.0,28001.0,3,Irã
5   AMIRHOSSEIN,0.0,51.0,15.0,4.0,0.0,28001.0,3,Irã
5   BERNARDEZ,2.0,60.0,8.0,3.0,0.0,20114.0,3,Honduras
5   BERNARDEZ,2.0,60.0,8.0,3.0,0.0,20114.0,3,Honduras
5   BERNARDEZ,2.0,60.0,8.0,3.0,0.0,20114.0,3,Honduras
5   BESLER,0.0,97.0,18.0,6.0,0.0,24483.0,3,EUA
5   BESLER,0.0,97.0,18.0,6.0,0.0,24483.0,3,EUA
5   BESLER,0.0,97.0,18.0,6.0,0.0,24483.0,3,EUA
5   BLIND,0.0,120.0,13.0,9.0,0.0,30646.0,3,Holanda
5   BLIND,0.0,120.0,13.0,9.0,0.0,30646.0,3,Holanda
5   BLIND,0.0,120.0,13.0,9.0,0.0,30646.0,3,Holanda
5   BORGES C.,4.0,96.0,14.0,0.0,0.0,31845.0,3,Costa Rica
5   BORGES C.,4.0,96.0,14.0,0.0,0.0,31845.0,3,Costa Rica
5   BORGES C.,4.0,96.0,14.0,0.0,0.0,31845.0,3,Costa Rica
5   C. CARBONERO,1.0,16.0,1.0,2.0,0.0,5453.0,1,Colômbia
5   CAHILL,0.0,139.0,17.0,4.0,0.0,29932.0,3,Inglaterra
5   CAHILL,0.0,139.0,17.0,4.0,0.0,29932.0,3,Inglaterra
5   CAHILL,0.0,139.0,17.0,4.0,0.0,29932.0,3,Inglaterra
5   CORLUKA,1.0,107.0,9.0,3.0,0.0,26273.0,3,Croácia
5   CORLUKA,1.0,107.0,9.0,3.0,0.0,26273.0,3,Croácia
5   CORLUKA,1.0,107.0,9.0,3.0,0.0,26273.0,3,Croácia
5   ESSIEN,1.0,16.0,2.0,2.0,0.0,2660.0,1,Gana
5   F. COENTRÃO,0.0,30.0,5.0,1.0,0.0,6734.0,1,Portugal
5   FERNANDINHO,3.0,36.0,7.0,10.0,0.0,13948.0,2,Brasil
5   FERNANDINHO,3.0,36.0,7.0,10.0,0.0,13948.0,2,Brasil
5   GAGO,0.0,220.0,15.0,7.0,0.0,26603.0,3,Argentina
5   GAGO,0.0,220.0,15.0,7.0,0.0,26603.0,3,Argentina
5   GAGO,0.0,220.0,15.0,7.0,0.0,26603.0,3,Argentina
5   HALLICHE,2.0,95.0,16.0,3.0,0.0,31392.0,3,Argélia
5   HALLICHE,2.0,95.0,16.0,3.0,0.0,31392.0,3,Argélia
5   HALLICHE,2.0,95.0,16.0,3.0,0.0,31392.0,3,Argélia
5   HUMMELS,1.0,172.0,31.0,7.0,0.0,27973.0,3,Alemanha
5   HUMMELS,1.0,172.0,31.0,7.0,0.0,27973.0,3,Alemanha
5   HUMMELS,1.0,172.0,31.0,7.0,0.0,27973.0,3,Alemanha
5   IBARRA,2.0,4.0,1.0,1.0,0.0,3641.0,1,Equador
5   JUANFRAN,0.0,52.0,7.0,2.0,0.0,10583.0,1,Espanha
5   KOLAŠINAC,1.0,95.0,15.0,4.0,0.0,21060.0,2,Bósnia e Herzegovina
5   KOLAŠINAC,1.0,95.0,15.0,4.0,0.0,21060.0,2,Bósnia e Herzegovina
5   MILLIGAN,1.0,30.0,7.0,4.0,0.0,11312.0,1,Austrália
5   NAGATOMO,2.0,117.0,11.0,5.0,0.0,33712.0,3,Japão
5   NAGATOMO,2.0,117.0,11.0,5.0,0.0,33712.0,3,Japão
5   NAGATOMO,2.0,117.0,11.0,5.0,0.0,33712.0,3,Japão
5   NOUNKEU,2.0,39.0,6.0,3.0,0.0,10015.0,2,Camarões
5   NOUNKEU,2.0,39.0,6.0,3.0,0.0,10015.0,2,Camarões
5   SAKHO,0.0,145.0,16.0,5.0,0.0,21603.0,3,França
5   SAKHO,0.0,145.0,16.0,5.0,0.0,21603.0,3,França
5   SAKHO,0.0,145.0,16.0,5.0,0.0,21603.0,3,França
5   SILVA,0.0,139.0,20.0,9.0,0.0,31788.0,3,Chile
5   SILVA,0.0,139.0,20.0,9.0,0.0,31788.0,3,Chile
5   SILVA,0.0,139.0,20.0,9.0,0.0,31788.0,3,Chile
5   THIAGO MOTTA,1.0,78.0,3.0,0.0,0.0,12247.0,3,Itália
5   THIAGO MOTTA,1.0,78.0,3.0,0.0,0.0,12247.0,3,Itália
5   THIAGO MOTTA,1.0,78.0,3.0,0.0,0.0,12247.0,3,Itália
5   VERTONGHEN,6.0,111.0,12.0,5.0,0.0,25107.0,3,Bélgica
5   VERTONGHEN,6.0,111.0,12.0,5.0,0.0,25107.0,3,Bélgica
5   VERTONGHEN,6.0,111.0,12.0,5.0,0.0,25107.0,3,Bélgica
5   VON BERGEN,0.0,32.0,4.0,0.0,0.0,9795.0,2,Suíça
5   VON BERGEN,0.0,32.0,4.0,0.0,0.0,9795.0,2,Suíça
5   W. GARGANO,0.0,36.0,1.0,1.0,0.0,6663.0,1,Uruguai
5   Y G KIM,2.0,135.0,21.0,3.0,0.0,28491.0,3,Coreia do Sul
5   Y G KIM,2.0,135.0,21.0,3.0,0.0,28491.0,3,Coreia do Sul
5   Y G KIM,2.0,135.0,21.0,3.0,0.0,28491.0,3,Coreia do Sul
5   ZOKORA,0.0,112.0,9.0,3.0,0.0,16014.0,2,Costa do Marfim
5   ZOKORA,0.0,112.0,9.0,3.0,0.0,16014.0,2,Costa do Marfim
6   A. INIESTA,4.0,195.0,8.0,0.0,0.0,30542.0,3,Espanha
6   A. INIESTA,4.0,195.0,8.0,0.0,0.0,30542.0,3,Espanha
6   A. INIESTA,4.0,195.0,8.0,0.0,0.0,30542.0,3,Espanha
6   A. PEREIRA,0.0,60.0,7.0,12.0,0.0,21399.0,3,Uruguai
6   A. PEREIRA,0.0,60.0,7.0,12.0,0.0,21399.0,3,Uruguai
6   A. PEREIRA,0.0,60.0,7.0,12.0,0.0,21399.0,3,Uruguai
6   ACQUAH,0.0,7.0,1.0,1.0,0.0,2476.0,1,Gana
6   BIGLIA,0.0,6.0,1.0,0.0,0.0,1540.0,3,Argentina
6   BIGLIA,0.0,6.0,1.0,0.0,0.0,1540.0,3,Argentina
6   BIGLIA,0.0,6.0,1.0,0.0,0.0,1540.0,3,Argentina
6   BOLLY,1.0,5.0,0.0,0.0,0.0,2929.0,1,Costa do Marfim
6   BROOKS,1.0,11.0,2.0,0.0,0.0,4977.0,1,EUA
6   C. SANCHEZ,1.0,69.0,5.0,7.0,0.0,29927.0,3,Colômbia
6   C. SANCHEZ,1.0,69.0,5.0,7.0,0.0,29927.0,3,Colômbia
6   C. SANCHEZ,1.0,69.0,5.0,7.0,0.0,29927.0,3,Colômbia
6   CABAYE,4.0,109.0,13.0,3.0,0.0,18642.0,2,França
6   CABAYE,4.0,109.0,13.0,3.0,0.0,18642.0,2,França
6   CANDREVA,5.0,42.0,1.0,0.0,0.0,15404.0,2,Itália
6   CANDREVA,5.0,42.0,1.0,0.0,0.0,15404.0,2,Itália
6   CARMONA,0.0,2.0,0.0,0.0,0.0,1232.0,1,Chile
6   DE JONG,2.0,87.0,22.0,10.0,0.0,31239.0,3,Holanda
6   DE JONG,2.0,87.0,22.0,10.0,0.0,31239.0,3,Holanda
6   DE JONG,2.0,87.0,22.0,10.0,0.0,31239.0,3,Holanda
6   DUARTE O.,3.0,111.0,16.0,7.0,0.0,30286.0,3,Costa Rica
6   DUARTE O.,3.0,111.0,16.0,7.0,0.0,30286.0,3,Costa Rica
6   DUARTE O.,3.0,111.0,16.0,7.0,0.0,30286.0,3,Costa Rica
6   H. HERRERA,5.0,127.0,15.0,5.0,0.0,32227.0,3,México
6   H. HERRERA,5.0,127.0,15.0,5.0,0.0,32227.0,3,México
6   H. HERRERA,5.0,127.0,15.0,5.0,0.0,32227.0,3,México
6   J. NEKOUNAM,0.0,71.0,19.0,0.0,0.0,32645.0,3,Irã
6   J. NEKOUNAM,0.0,71.0,19.0,0.0,0.0,32645.0,3,Irã
6   J. NEKOUNAM,0.0,71.0,19.0,0.0,0.0,32645.0,3,Irã
6   J.C. GARCIA,1.0,82.0,7.0,8.0,0.0,13910.0,2,Honduras
6   J.C. GARCIA,1.0,82.0,7.0,8.0,0.0,13910.0,2,Honduras
6   JAGIELKA,1.0,92.0,12.0,1.0,0.0,18189.0,2,Inglaterra
6   JAGIELKA,1.0,92.0,12.0,1.0,0.0,18189.0,2,Inglaterra
6   KANUNNIKOV,2.0,24.0,7.0,3.0,0.0,13060.0,2,Rússia
6   KANUNNIKOV,2.0,24.0,7.0,3.0,0.0,13060.0,2,Rússia
6   KHEDIRA,2.0,95.0,5.0,1.0,0.0,19966.0,2,Alemanha
6   KHEDIRA,2.0,95.0,5.0,1.0,0.0,19966.0,2,Alemanha
6   LANG,0.0,4.0,0.0,0.0,0.0,2120.0,1,Suíça
6   LOVREN,1.0,100.0,16.0,2.0,0.0,27369.0,3,Croácia
6   LOVREN,1.0,100.0,16.0,2.0,0.0,27369.0,3,Croácia
6   LOVREN,1.0,100.0,16.0,2.0,0.0,27369.0,3,Croácia
6   MARCELO,3.0,202.0,25.0,13.0,0.0,40208.0,4,Brasil
6   MARCELO,3.0,202.0,25.0,13.0,0.0,40208.0,4,Brasil
6   MARCELO,3.0,202.0,25.0,13.0,0.0,40208.0,4,Brasil
6   MARCELO,3.0,202.0,25.0,13.0,0.0,40208.0,4,Brasil
6   MESBAH,1.0,92.0,8.0,4.0,0.0,21349.0,2,Argélia
6   MESBAH,1.0,92.0,8.0,4.0,0.0,21349.0,2,Argélia
6   MORISHIGE,0.0,29.0,5.0,1.0,0.0,9473.0,1,Japão
6   NOBOA,5.0,84.0,15.0,11.0,0.0,32003.0,3,Equador
6   NOBOA,5.0,84.0,15.0,11.0,0.0,32003.0,3,Equador
6   NOBOA,5.0,84.0,15.0,11.0,0.0,32003.0,3,Equador
6   S H HWANG,0.0,8.0,1.0,0.0,0.0,2299.0,1,Coreia do Sul
6   SONG,1.0,51.0,3.0,0.0,0.0,12816.0,2,Camarões
6   SONG,1.0,51.0,3.0,0.0,0.0,12816.0,2,Camarões
6   SPIRANOVIC,2.0,123.0,18.0,1.0,0.0,31638.0,3,Austrália
6   SPIRANOVIC,2.0,123.0,18.0,1.0,0.0,31638.0,3,Austrália
6   SPIRANOVIC,2.0,123.0,18.0,1.0,0.0,31638.0,3,Austrália
6   VRANJEŠ,0.0,13.0,2.0,1.0,0.0,3659.0,1,Bósnia e Herzegovina
6   WILLIAM,0.0,90.0,8.0,3.0,0.0,16495.0,2,Portugal
6   WILLIAM,0.0,90.0,8.0,3.0,0.0,16495.0,2,Portugal
6   WITSEL,4.0,118.0,7.0,6.0,0.0,21601.0,2,Bélgica
6   WITSEL,4.0,118.0,7.0,6.0,0.0,21601.0,2,Bélgica
7   ABATE,0.0,30.0,4.0,0.0,0.0,9429.0,1,Itália
7   ALEXIS,7.0,108.0,12.0,3.0,0.0,39973.0,4,Chile
7   ALEXIS,7.0,108.0,12.0,3.0,0.0,39973.0,4,Chile
7   ALEXIS,7.0,108.0,12.0,3.0,0.0,39973.0,4,Chile
7   ALEXIS,7.0,108.0,12.0,3.0,0.0,39973.0,4,Chile
7   ATSU,9.0,84.0,7.0,1.0,0.0,29563.0,3,Gana
7   ATSU,9.0,84.0,7.0,1.0,0.0,29563.0,3,Gana
7   ATSU,9.0,84.0,7.0,1.0,0.0,29563.0,3,Gana
7   B K KIM,0.0,27.0,1.0,0.0,0.0,4962.0,2,Coreia do Sul
7   B K KIM,0.0,27.0,1.0,0.0,0.0,4962.0,2,Coreia do Sul
7   BEASLEY,1.0,119.0,14.0,5.0,0.0,29755.0,3,EUA
7   BEASLEY,1.0,119.0,14.0,5.0,0.0,29755.0,3,EUA
7   BEASLEY,1.0,119.0,14.0,5.0,0.0,29755.0,3,EUA
7   BEŠIĆ,4.0,212.0,21.0,16.0,0.0,34897.0,3,Bósnia e Herzegovina
7   BEŠIĆ,4.0,212.0,21.0,16.0,0.0,34897.0,3,Bósnia e Herzegovina
7   BEŠIĆ,4.0,212.0,21.0,16.0,0.0,34897.0,3,Bósnia e Herzegovina
7   BOLAÑOS C.,3.0,61.0,7.0,2.0,0.0,24563.0,3,Costa Rica
7   BOLAÑOS C.,3.0,61.0,7.0,2.0,0.0,24563.0,3,Costa Rica
7   BOLAÑOS C.,3.0,61.0,7.0,2.0,0.0,24563.0,3,Costa Rica
7   C. RODRIGUEZ,4.0,102.0,11.0,6.0,0.0,36139.0,4,Uruguai
7   C. RODRIGUEZ,4.0,102.0,11.0,6.0,0.0,36139.0,4,Uruguai
7   C. RODRIGUEZ,4.0,102.0,11.0,6.0,0.0,36139.0,4,Uruguai
7   C. RODRIGUEZ,4.0,102.0,11.0,6.0,0.0,36139.0,4,Uruguai
7   DAVID VILLA,1.0,15.0,0.0,1.0,0.0,5780.0,1,Espanha
7   DE BRUYNE,1.0,73.0,6.0,1.0,0.0,22984.0,2,Bélgica
7   DE BRUYNE,1.0,73.0,6.0,1.0,0.0,22984.0,2,Bélgica
7   DENISOV,2.0,56.0,7.0,3.0,0.0,8387.0,2,Rússia
7   DENISOV,2.0,56.0,7.0,3.0,0.0,8387.0,2,Rússia
7   DI MARIA,10.0,154.0,7.0,2.0,0.0,29777.0,3,Argentina
7   DI MARIA,10.0,154.0,7.0,2.0,0.0,29777.0,3,Argentina
7   DI MARIA,10.0,154.0,7.0,2.0,0.0,29777.0,3,Argentina
7   EMILIO,0.0,44.0,6.0,2.0,0.0,13922.0,2,Honduras
7   EMILIO,0.0,44.0,6.0,2.0,0.0,13922.0,2,Honduras
7   ENDO,2.0,76.0,1.0,3.0,0.0,9380.0,2,Japão
7   ENDO,2.0,76.0,1.0,3.0,0.0,9380.0,2,Japão
7   HULK,11.0,48.0,4.0,1.0,0.0,25949.0,3,Brasil
7   HULK,11.0,48.0,4.0,1.0,0.0,25949.0,3,Brasil
7   HULK,11.0,48.0,4.0,1.0,0.0,25949.0,3,Brasil
7   JANMAAT,0.0,88.0,21.0,4.0,0.0,32804.0,3,Holanda
7   JANMAAT,0.0,88.0,21.0,4.0,0.0,32804.0,3,Holanda
7   JANMAAT,0.0,88.0,21.0,4.0,0.0,32804.0,3,Holanda
7   LECKIE,5.0,79.0,13.0,2.0,0.0,32807.0,3,Austrália
7   LECKIE,5.0,79.0,13.0,2.0,0.0,32807.0,3,Austrália
7   LECKIE,5.0,79.0,13.0,2.0,0.0,32807.0,3,Austrália
7   M. LAYUN,5.0,87.0,13.0,2.0,0.0,30597.0,3,México
7   M. LAYUN,5.0,87.0,13.0,2.0,0.0,30597.0,3,México
7   M. LAYUN,5.0,87.0,13.0,2.0,0.0,30597.0,3,México
7   MASOUD. SH,1.0,18.0,2.0,4.0,0.0,14859.0,3,Irã
7   MASOUD. SH,1.0,18.0,2.0,4.0,0.0,14859.0,3,Irã
7   MASOUD. SH,1.0,18.0,2.0,4.0,0.0,14859.0,3,Irã
7   MONTERO,2.0,54.0,6.0,1.0,0.0,23440.0,3,Equador
7   MONTERO,2.0,54.0,6.0,1.0,0.0,23440.0,3,Equador
7   MONTERO,2.0,54.0,6.0,1.0,0.0,23440.0,3,Equador
7   MUSA,8.0,36.0,5.0,4.0,0.0,25463.0,3,Nigéria
7   MUSA,8.0,36.0,5.0,4.0,0.0,25463.0,3,Nigéria
7   MUSA,8.0,36.0,5.0,4.0,0.0,25463.0,3,Nigéria
7   NGUEMO,2.0,44.0,4.0,2.0,0.0,10164.0,1,Camarões
7   P. ARMERO,1.0,111.0,13.0,3.0,0.0,35304.0,4,Colômbia
7   P. ARMERO,1.0,111.0,13.0,3.0,0.0,35304.0,4,Colômbia
7   P. ARMERO,1.0,111.0,13.0,3.0,0.0,35304.0,4,Colômbia
7   P. ARMERO,1.0,111.0,13.0,3.0,0.0,35304.0,4,Colômbia
7   RAKITIĆ,2.0,149.0,21.0,8.0,0.0,31768.0,3,Croácia
7   RAKITIĆ,2.0,149.0,21.0,8.0,0.0,31768.0,3,Croácia
7   RAKITIĆ,2.0,149.0,21.0,8.0,0.0,31768.0,3,Croácia
7   RONALDO,23.0,82.0,6.0,1.0,0.0,28166.0,3,Portugal
7   RONALDO,23.0,82.0,6.0,1.0,0.0,28166.0,3,Portugal
7   RONALDO,23.0,82.0,6.0,1.0,0.0,28166.0,3,Portugal
7   SAMARAS,5.0,60.0,7.0,9.0,0.0,29092.0,3,Grécia
7   SAMARAS,5.0,60.0,7.0,9.0,0.0,29092.0,3,Grécia
7   SAMARAS,5.0,60.0,7.0,9.0,0.0,29092.0,3,Grécia
7   SCHWEINSTEIGER,3.0,102.0,6.0,5.0,0.0,13009.0,2,Alemanha
7   SCHWEINSTEIGER,3.0,102.0,6.0,5.0,0.0,13009.0,2,Alemanha
7   WILSHERE,0.0,44.0,7.0,3.0,0.0,10903.0,2,Inglaterra
7   WILSHERE,0.0,44.0,7.0,3.0,0.0,10903.0,2,Inglaterra
7   YEBDA,0.0,5.0,0.0,1.0,0.0,3124.0,1,Argélia
8   A. HERNANDEZ,0.0,4.0,0.0,0.0,0.0,4312.0,2,Uruguai
8   A. HERNANDEZ,0.0,4.0,0.0,0.0,0.0,4312.0,2,Uruguai
8   AGUILAR T.,1.0,99.0,13.0,10.0,0.0,27977.0,3,Colômbia
8   AGUILAR T.,1.0,99.0,13.0,10.0,0.0,27977.0,3,Colômbia
8   AGUILAR T.,1.0,99.0,13.0,10.0,0.0,27977.0,3,Colômbia
8   BADU,2.0,38.0,3.0,2.0,0.0,13556.0,2,Gana
8   BADU,2.0,38.0,3.0,2.0,0.0,13556.0,2,Gana
8   DE GUZMAN,0.0,45.0,3.0,0.0,0.0,17177.0,2,Holanda
8   DE GUZMAN,0.0,45.0,3.0,0.0,0.0,17177.0,2,Holanda
8   DEMPSEY,8.0,64.0,4.0,2.0,0.0,31044.0,3,EUA
8   DEMPSEY,8.0,64.0,4.0,2.0,0.0,31044.0,3,EUA
8   DEMPSEY,8.0,64.0,4.0,2.0,0.0,31044.0,3,EUA
8   FELLAINI,3.0,70.0,10.0,1.0,0.0,27382.0,3,Bélgica
8   FELLAINI,3.0,70.0,10.0,1.0,0.0,27382.0,3,Bélgica
8   FELLAINI,3.0,70.0,10.0,1.0,0.0,27382.0,3,Bélgica
8   GLUSHAKOV,4.0,65.0,12.0,4.0,0.0,25802.0,3,Rússia
8   GLUSHAKOV,4.0,65.0,12.0,4.0,0.0,25802.0,3,Rússia
8   GLUSHAKOV,4.0,65.0,12.0,4.0,0.0,25802.0,3,Rússia
8   INLER,6.0,162.0,17.0,4.0,0.0,32593.0,3,Suíça
8   INLER,6.0,162.0,17.0,4.0,0.0,32593.0,3,Suíça
8   INLER,6.0,162.0,17.0,4.0,0.0,32593.0,3,Suíça
8   J. MOUTINHO,2.0,190.0,14.0,8.0,0.0,32930.0,3,Portugal
8   J. MOUTINHO,2.0,190.0,14.0,8.0,0.0,32930.0,3,Portugal
8   J. MOUTINHO,2.0,190.0,14.0,8.0,0.0,32930.0,3,Portugal
8   KALOU,7.0,49.0,6.0,4.0,0.0,22741.0,3,Costa do Marfim
8   KALOU,7.0,49.0,6.0,4.0,0.0,22741.0,3,Costa do Marfim
8   KALOU,7.0,49.0,6.0,4.0,0.0,22741.0,3,Costa do Marfim
8   KIYOTAKE,0.0,5.0,0.0,0.0,0.0,1333.0,1,Japão
8   KONE,5.0,35.0,5.0,3.0,0.0,20206.0,3,Grécia
8   KONE,5.0,35.0,5.0,3.0,0.0,20206.0,3,Grécia
8   KONE,5.0,35.0,5.0,3.0,0.0,20206.0,3,Grécia
8   LACEN,0.0,16.0,1.0,3.0,0.0,5025.0,2,Argélia
8   LACEN,0.0,16.0,1.0,3.0,0.0,5025.0,2,Argélia
8   LAMPARD,1.0,64.0,8.0,1.0,0.0,10855.0,1,Inglaterra
8   M. FABIAN,1.0,23.0,1.0,0.0,0.0,6341.0,3,México
8   M. FABIAN,1.0,23.0,1.0,0.0,0.0,6341.0,3,México
8   M. FABIAN,1.0,23.0,1.0,0.0,0.0,6341.0,3,México
8   MARCHISIO,2.0,82.0,4.0,5.0,0.0,26025.0,3,Itália
8   MARCHISIO,2.0,82.0,4.0,5.0,0.0,26025.0,3,Itália
8   MARCHISIO,2.0,82.0,4.0,5.0,0.0,26025.0,3,Itália
8   MENDEZ,0.0,4.0,1.0,0.0,0.0,1377.0,1,Equador
8   MOUKANDJO,4.0,42.0,4.0,1.0,0.0,26072.0,3,Camarões
8   MOUKANDJO,4.0,42.0,4.0,1.0,0.0,26072.0,3,Camarões
8   MOUKANDJO,4.0,42.0,4.0,1.0,0.0,26072.0,3,Camarões
8   ODEMWINGIE,5.0,68.0,7.0,5.0,0.0,23137.0,3,Nigéria
8   ODEMWINGIE,5.0,68.0,7.0,5.0,0.0,23137.0,3,Nigéria
8   ODEMWINGIE,5.0,68.0,7.0,5.0,0.0,23137.0,3,Nigéria
8   PAULINHO,5.0,51.0,3.0,2.0,0.0,23666.0,3,Brasil
8   PAULINHO,5.0,51.0,3.0,2.0,0.0,23666.0,3,Brasil
8   PAULINHO,5.0,51.0,3.0,2.0,0.0,23666.0,3,Brasil
8   PJANIĆ,7.0,190.0,9.0,2.0,0.0,34524.0,3,Bósnia e Herzegovina
8   PJANIĆ,7.0,190.0,9.0,2.0,0.0,34524.0,3,Bósnia e Herzegovina
8   PJANIĆ,7.0,190.0,9.0,2.0,0.0,34524.0,3,Bósnia e Herzegovina
8   R. HAGHIGHI,0.0,2.0,0.0,0.0,0.0,866.0,1,Irã
8   VALBUENA,6.0,84.0,4.0,1.0,0.0,18591.0,2,França
8   VALBUENA,6.0,84.0,4.0,1.0,0.0,18591.0,2,França
8   VIDAL,1.0,97.0,10.0,9.0,0.0,28625.0,3,Chile
8   VIDAL,1.0,97.0,10.0,9.0,0.0,28625.0,3,Chile
8   VIDAL,1.0,97.0,10.0,9.0,0.0,28625.0,3,Chile
8   W. PALACIOS,2.0,92.0,5.0,5.0,0.0,12542.0,2,Honduras
8   W. PALACIOS,2.0,92.0,5.0,5.0,0.0,12542.0,2,Honduras
8   XAVI,0.0,73.0,2.0,0.0,0.0,11116.0,1,Espanha
8   ÖZIL,3.0,119.0,3.0,1.0,0.0,27590.0,3,Alemanha
8   ÖZIL,3.0,119.0,3.0,1.0,0.0,27590.0,3,Alemanha
8   ÖZIL,3.0,119.0,3.0,1.0,0.0,27590.0,3,Alemanha
9   ALIREZA,1.0,14.0,0.0,3.0,0.0,7313.0,3,Irã
9   ALIREZA,1.0,14.0,0.0,3.0,0.0,7313.0,3,Irã
9   ALIREZA,1.0,14.0,0.0,3.0,0.0,7313.0,3,Irã
9   BALOTELLI,7.0,34.0,0.0,2.0,0.0,20833.0,3,Itália
9   BALOTELLI,7.0,34.0,0.0,2.0,0.0,20833.0,3,Itália
9   BALOTELLI,7.0,34.0,0.0,2.0,0.0,20833.0,3,Itália
9   CAMPBELL J.,5.0,54.0,4.0,1.0,0.0,22350.0,3,Costa Rica
9   CAMPBELL J.,5.0,54.0,4.0,1.0,0.0,22350.0,3,Costa Rica
9   CAMPBELL J.,5.0,54.0,4.0,1.0,0.0,22350.0,3,Costa Rica
9   EMENIKE,7.0,51.0,2.0,4.0,0.0,28981.0,3,Nigéria
9   EMENIKE,7.0,51.0,2.0,4.0,0.0,28981.0,3,Nigéria
9   EMENIKE,7.0,51.0,2.0,4.0,0.0,28981.0,3,Nigéria
9   ETO'O,2.0,14.0,0.0,1.0,0.0,7469.0,1,Camarões
9   FRED,9.0,39.0,4.0,0.0,0.0,31367.0,4,Brasil
9   FRED,9.0,39.0,4.0,0.0,0.0,31367.0,4,Brasil
9   FRED,9.0,39.0,4.0,0.0,0.0,31367.0,4,Brasil
9   FRED,9.0,39.0,4.0,0.0,0.0,31367.0,4,Brasil
9   GHILAS,1.0,10.0,2.0,1.0,0.0,5645.0,3,Argélia
