nome,adversario,Altura,Cartões Amarelos,Assistências,Assistências - Média,Bloqueios,Bloqueios - Média,Carrinhos,Carrinhos - Média,Chutes Certos,Chutes Certos - Média,Chutes ao gol,Chutes ao gol - Média,Cruzamentos,Cruzamentos - Média,Faltas Cometidas,Faltas Cometidas - Média,Faltas Sofridas,Faltas Sofridas - Média,Gols,Gols - Média,Impedimentos,Impedimentos - Média,Jogos,Passes,Passes - Média,Peso,posicao,Roubadas,Roubadas - Média,time,Cartões Vermelhos,Chutes convertidos em gols (%),Acerto de chutes (%),Idade
Eugenio Mena,Austrália,1.74,1.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0.0,61,0.0,68,Defender,3,0.0,Chile,0.0,0.0,1.0,25
Eugenio Mena,Brasil,1.74,1.0,0,0.0,2,0.0,0,0.0,0,0.0,1,0.0,2,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0.0,31,0.0,68,Defender,7,0.0,Chile,0.0,0.0,0.0,25
Christoph Kramer,Estados Unidos,1.89,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,82,Midfielder,0,0.0,Alemanha,0.0,inf,inf,23
Christoph Kramer,Gana,1.89,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,82,Midfielder,0,0.0,Alemanha,0.0,inf,inf,23
Christoph Kramer,Portugal,1.89,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,82,Midfielder,0,0.0,Alemanha,0.0,inf,inf,23
Christoph Kramer,Argélia,1.89,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,0.0,82,Midfielder,2,0.0,Alemanha,0.0,0.0,1.0,23
Christoph Kramer,França,1.89,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,82,Midfielder,0,0.0,Alemanha,0.0,inf,inf,23
Stefanos Kapino,Japão,1.96,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,81,Goalkeeper,0,0.0,Grécia,0.0,inf,inf,20
Stefanos Kapino,C. Marfim,1.96,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,81,Goalkeeper,0,0.0,Grécia,0.0,inf,inf,20
Stefanos Kapino,Colômbia,1.96,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,81,Goalkeeper,0,0.0,Grécia,0.0,inf,inf,20
Stefanos Kapino,Costa Rica,1.96,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,81,Goalkeeper,0,0.0,Grécia,0.0,inf,inf,20
William,Gana,1.85,0.0,0,0.0,0,0.0,5,0.0,0,0.0,0,0.0,1,0.0,5,0.0,0,0.0,0,0.0,0,0.0,0.0,53,0.0,87,Midfielder,10,0.0,Portugal,0.0,inf,inf,22
William,Estados Unidos,1.85,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0.0,37,0.0,87,Midfielder,2,0.0,Portugal,0.0,inf,inf,22
William,Alemanha,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,87,Midfielder,0,0.0,Portugal,0.0,inf,inf,22
Hossein Mahini,Bósnia,1.82,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,70,Defender,0,0.0,Irã,0.0,inf,inf,27
Hossein Mahini,Argentina,1.82,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,70,Defender,0,0.0,Irã,0.0,inf,inf,27
Hossein Mahini,Nigéria,1.82,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,70,Defender,0,0.0,Irã,0.0,inf,inf,27
Maksim Kanunnikov,Argélia,1.84,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,2,0.0,77,Forward,0,0.0,Rússia,0.0,inf,inf,22
Maksim Kanunnikov,Bélgica,1.84,0.0,0,0.0,1,0.0,3,0.0,2,0.0,2,0.0,2,0.0,4,0.0,2,0.0,0,0.0,0,0.0,0.0,22,0.0,77,Forward,2,0.0,Rússia,0.0,0.0,1.0,22
Maksim Kanunnikov,Coreia,1.84,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Forward,0,0.0,Rússia,0.0,inf,inf,22
Ross Barkley,Uruguai,1.85,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,11,0.0,76,Midfielder,1,0.0,Inglaterra,0.0,inf,inf,20
Ross Barkley,Costa Rica,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0.0,32,0.0,76,Midfielder,5,0.0,Inglaterra,0.0,0.0,0.0,20
Ross Barkley,Itália,1.85,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,16,0.0,76,Midfielder,0,0.0,Inglaterra,0.0,0.0,1.0,20
Toni Sunjic,Nigéria,1.92,0.0,0,0.0,11,0.0,2,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,43,0.0,93,Defender,8,0.0,Bósnia,0.0,inf,inf,25
Toni Sunjic,Irã,1.92,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,72,0.0,93,Defender,12,0.0,Bósnia,0.0,inf,inf,25
Toni Sunjic,Argentina,1.92,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,93,Defender,0,0.0,Bósnia,0.0,inf,inf,25
Muhamed Besic,Nigéria,1.77,1.0,0,0.0,0,0.0,10,0.0,1,0.0,2,0.0,2,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0.0,69,0.0,78,Midfielder,8,0.0,Bósnia,0.0,0.0,0.5,21
Muhamed Besic,Irã,1.77,1.0,0,0.0,1,0.0,7,0.0,0,0.0,0,0.0,0,0.0,7,0.0,1,0.0,0,0.0,0,0.0,0.0,89,0.0,78,Midfielder,9,0.0,Bósnia,0.0,inf,inf,21
Muhamed Besic,Argentina,1.77,1.0,0,0.0,0,0.0,3,0.0,0,0.0,2,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,54,0.0,78,Midfielder,7,0.0,Bósnia,0.0,0.0,0.0,21
Heung-Min Son,Bélgica,1.83,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.0,76,Midfielder,2,0.0,Coreia,0.0,inf,inf,21
Heung-Min Son,Argélia,1.83,0.0,0,0.0,0,0.0,0,0.0,2,0.0,2,0.0,4,0.0,2,0.0,3,0.0,1,0.0,0,0.0,0.0,30,0.0,76,Midfielder,4,0.0,Coreia,0.0,0.5,1.0,21
Heung-Min Son,Rússia,1.83,0.0,0,0.0,3,0.0,0,0.0,1,0.0,3,0.0,0,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0.0,18,0.0,76,Midfielder,3,0.0,Coreia,0.0,0.0,0.3333333333333333,21
Bakhtiar Rahmani,Bósnia,1.79,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Irã,0.0,inf,inf,22
Bakhtiar Rahmani,Argentina,1.79,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Irã,0.0,inf,inf,22
Bakhtiar Rahmani,Nigéria,1.79,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Irã,0.0,inf,inf,22
Jason Davidson,Espanha,1.79,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,3,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,47,0.0,74,Defender,6,0.0,Austrália,0.0,inf,inf,23
Jason Davidson,Chile,1.79,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,3,0.0,2,0.0,3,0.0,0,0.0,0,0.0,0.0,33,0.0,74,Defender,5,0.0,Austrália,0.0,inf,inf,23
Jason Davidson,Holanda,1.79,0.0,0,0.0,2,0.0,2,0.0,0,0.0,0,0.0,5,0.0,3,0.0,2,0.0,0,0.0,0,0.0,0.0,28,0.0,74,Defender,12,0.0,Austrália,0.0,inf,inf,23
Ben Halloran,Espanha,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0.0,11,0.0,79,Forward,1,0.0,Austrália,0.0,inf,inf,22
Ben Halloran,Chile,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,4,0.0,79,Forward,0,0.0,Austrália,0.0,inf,inf,22
Ben Halloran,Holanda,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0.0,2,0.0,79,Forward,1,0.0,Austrália,0.0,inf,inf,22
Raphael Varane,Equador,1.91,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,12,0.0,78,Defender,1,0.0,França,0.0,inf,inf,21
Raphael Varane,Suíça,1.91,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,28,0.0,78,Defender,7,0.0,França,0.0,inf,inf,21
Raphael Varane,Honduras,1.91,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,53,0.0,78,Defender,10,0.0,França,0.0,inf,inf,21
Raphael Varane,Nigéria,1.91,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,25,0.0,78,Defender,8,0.0,França,0.0,inf,inf,21
Raphael Varane,Alemanha,1.91,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,39,0.0,78,Defender,4,0.0,França,0.0,0.0,1.0,21
Mathis Bolly,Colômbia,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,0.0,77,Midfielder,0,0.0,C. Marfim,0.0,0.0,0.0,23
Mathis Bolly,Grécia,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Midfielder,0,0.0,C. Marfim,0.0,inf,inf,23
Mathis Bolly,Japão,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Midfielder,0,0.0,C. Marfim,0.0,inf,inf,23
Faouzi Ghoulam,Rússia,1.84,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Defender,0,0.0,Argélia,0.0,inf,inf,23
Faouzi Ghoulam,Coreia,1.84,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Defender,0,0.0,Argélia,0.0,inf,inf,23
Faouzi Ghoulam,Bélgica,1.84,0.0,0,0.0,2,0.0,2,0.0,0,0.0,0,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,23,0.0,80,Defender,10,0.0,Argélia,0.0,inf,inf,23
Faouzi Ghoulam,Alemanha,1.84,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,32,0.0,80,Defender,12,0.0,Argélia,0.0,0.0,0.0,23
Ahmed Musa,Bósnia,1.76,0.0,0,0.0,0,0.0,1,0.0,3,0.0,3,0.0,2,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0.0,9,0.0,62,Forward,4,0.0,Nigéria,0.0,0.0,1.0,21
Ahmed Musa,Argentina,1.76,0.0,0,0.0,0,0.0,0,0.0,3,0.0,4,0.0,2,0.0,0,0.0,1,0.0,2,0.0,0,0.0,0.0,14,0.0,62,Forward,0,0.0,Nigéria,0.0,0.5,0.75,21
Ahmed Musa,Irã,1.76,0.0,0,0.0,0,0.0,3,0.0,1,0.0,1,0.0,6,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,12,0.0,62,Forward,2,0.0,Nigéria,0.0,0.0,1.0,21
Ahmed Musa,França,1.76,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,0.0,62,Forward,3,0.0,Nigéria,0.0,inf,inf,21
Liassine Cadamuro,Rússia,1.87,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,81,Defender,0,0.0,Argélia,0.0,inf,inf,26
Liassine Cadamuro,Coreia,1.87,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,81,Defender,0,0.0,Argélia,0.0,inf,inf,26
Liassine Cadamuro,Bélgica,1.87,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,81,Defender,0,0.0,Argélia,0.0,inf,inf,26
Liassine Cadamuro,Alemanha,1.87,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,81,Defender,0,0.0,Argélia,0.0,inf,inf,26
Asmir Avdukic,Irã,1.90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,86,Goalkeeper,0,0.0,Bósnia,0.0,inf,inf,33
Asmir Avdukic,Nigéria,1.90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,86,Goalkeeper,0,0.0,Bósnia,0.0,inf,inf,33
Asmir Avdukic,Argentina,1.90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,86,Goalkeeper,0,0.0,Bósnia,0.0,inf,inf,33
Miiko Albornoz,Espanha,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Defender,0,0.0,Chile,0.0,inf,inf,23
Miiko Albornoz,Holanda,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Defender,0,0.0,Chile,0.0,inf,inf,23
Miiko Albornoz,Austrália,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Defender,0,0.0,Chile,0.0,inf,inf,23
Miiko Albornoz,Brasil,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Defender,0,0.0,Chile,0.0,inf,inf,23
Mateo Kovacic,Camarões,1.81,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,11,0.0,75,Midfielder,1,0.0,Croácia,0.0,inf,inf,20
Mateo Kovacic,México,1.81,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,19,0.0,75,Midfielder,2,0.0,Croácia,0.0,inf,inf,20
Mateo Kovacic,Brasil,1.81,0.0,0,0.0,0,0.0,2,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,17,0.0,75,Midfielder,2,0.0,Croácia,0.0,0.0,0.0,20
Majeed Waris,Portugal,1.72,1.0,0,0.0,0,0.0,2,0.0,0,0.0,1,0.0,1,0.0,3,0.0,3,0.0,0,0.0,2,0.0,0.0,14,0.0,70,Forward,3,0.0,Gana,0.0,0.0,0.0,22
Majeed Waris,Alemanha,1.72,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,70,Forward,0,0.0,Gana,0.0,inf,inf,22
Majeed Waris,Estados Unidos,1.72,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,70,Forward,0,0.0,Gana,0.0,inf,inf,22
Bum-Young Lee,Bélgica,1.99,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,90,Goalkeeper,0,0.0,Coreia,0.0,inf,inf,25
Bum-Young Lee,Argélia,1.99,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,90,Goalkeeper,0,0.0,Coreia,0.0,inf,inf,25
Bum-Young Lee,Rússia,1.99,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,90,Goalkeeper,0,0.0,Coreia,0.0,inf,inf,25
Jeong-Ho Hong,Bélgica,1.88,1.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,36,0.0,77,Defender,9,0.0,Coreia,0.0,inf,inf,24
Jeong-Ho Hong,Argélia,1.88,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,48,0.0,77,Defender,13,0.0,Coreia,0.0,inf,inf,24
Jeong-Ho Hong,Rússia,1.88,1.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,36,0.0,77,Defender,2,0.0,Coreia,0.0,0.0,1.0,24
Kim Seung-Gyu,Bélgica,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Coreia,0.0,inf,inf,23
Kim Seung-Gyu,Argélia,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Coreia,0.0,inf,inf,23
Kim Seung-Gyu,Rússia,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Coreia,0.0,inf,inf,23
Suk-Young Yun,Bélgica,1.82,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,0.0,2,0.0,3,0.0,2,0.0,0,0.0,0,0.0,0.0,33,0.0,74,Defender,4,0.0,Coreia,0.0,inf,inf,24
Suk-Young Yun,Argélia,1.82,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,3,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0.0,32,0.0,74,Defender,2,0.0,Coreia,0.0,inf,inf,24
Suk-Young Yun,Rússia,1.82,0.0,0,0.0,2,0.0,1,0.0,0,0.0,0,0.0,2,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,36,0.0,74,Defender,4,0.0,Coreia,0.0,inf,inf,24
Dong-Won Ji,Bélgica,1.86,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,0.0,77,Midfielder,0,0.0,Coreia,0.0,0.0,1.0,23
Dong-Won Ji,Argélia,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0.0,77,Midfielder,0,0.0,Coreia,0.0,0.0,0.0,23
Dong-Won Ji,Rússia,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Midfielder,0,0.0,Coreia,0.0,inf,inf,23
Karim Ansarifard,Bósnia,1.85,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0.0,5,0.0,65,Forward,0,0.0,Irã,0.0,inf,inf,24
Karim Ansarifard,Argentina,1.85,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,65,Forward,0,0.0,Irã,0.0,inf,inf,24
Karim Ansarifard,Nigéria,1.85,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,65,Forward,0,0.0,Irã,0.0,inf,inf,24
Marco Urena,Itália,1.79,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0.0,70,Forward,1,0.0,Costa Rica,0.0,0.0,1.0,24
Marco Urena,Inglaterra,1.79,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,5,0.0,70,Forward,1,0.0,Costa Rica,0.0,inf,inf,24
Marco Urena,Uruguai,1.79,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0.0,0,0.0,70,Forward,0,0.0,Costa Rica,0.0,1.0,1.0,24
Marco Urena,Grécia,1.79,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,70,Forward,0,0.0,Costa Rica,0.0,inf,inf,24
Cristian Gamboa,Itália,1.75,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,22,0.0,67,Defender,3,0.0,Costa Rica,0.0,inf,inf,24
Cristian Gamboa,Inglaterra,1.75,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,2,0.0,2,0.0,3,0.0,0,0.0,0,0.0,0.0,24,0.0,67,Defender,9,0.0,Costa Rica,0.0,inf,inf,24
Cristian Gamboa,Uruguai,1.75,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,4,0.0,3,0.0,2,0.0,0,0.0,0,0.0,0.0,30,0.0,67,Defender,5,0.0,Costa Rica,0.0,inf,inf,24
Cristian Gamboa,Grécia,1.75,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,4,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,15,0.0,67,Defender,4,0.0,Costa Rica,0.0,0.0,0.0,24
Julian Draxler,Estados Unidos,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Alemanha,0.0,inf,inf,20
Julian Draxler,Gana,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Alemanha,0.0,inf,inf,20
Julian Draxler,Portugal,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Alemanha,0.0,inf,inf,20
Julian Draxler,Argélia,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Alemanha,0.0,inf,inf,20
Julian Draxler,França,1.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Alemanha,0.0,inf,inf,20
Adrián Bone,França,1.88,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,76,Goalkeeper,0,0.0,Equador,0.0,inf,inf,25
Adrián Bone,Honduras,1.88,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,76,Goalkeeper,0,0.0,Equador,0.0,inf,inf,25
Adrián Bone,Suíça,1.88,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,76,Goalkeeper,0,0.0,Equador,0.0,inf,inf,25
Raheem Sterling,Uruguai,1.70,1.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,2,0.0,3,0.0,1,0.0,0,0.0,0,0.0,0.0,16,0.0,69,Midfielder,1,0.0,Inglaterra,0.0,inf,inf,19
Raheem Sterling,Costa Rica,1.70,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,12,0.0,69,Midfielder,2,0.0,Inglaterra,0.0,inf,inf,19
Raheem Sterling,Itália,1.70,1.0,0,0.0,0,0.0,0,0.0,2,0.0,4,0.0,4,0.0,3,0.0,3,0.0,0,0.0,0,0.0,0.0,32,0.0,69,Midfielder,1,0.0,Inglaterra,0.0,0.0,0.5,19
